نوع العقار,الغرض,المدينة,الحي,الواجهة,المساحة,سعر المتر,السعر الإجمالي
أرض,سكني, الرياض , حي المهدية ,شمالية,900,4000,3600000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,450,4000,1800000
أرض,سكني, الرياض , حي العليا ,غربية,250,5000,1250000
أرض,سكني, الرياض , حي العليا ,غربية,250,5000,1250000
أرض,سكني, الرياض , حي العليا ,جنوبية,900,5000,4500000
أرض,سكني, الرياض , حي غرناطة ,شرقية,700,5000,3500000
أرض,سكني, الرياض , حي النخيل ,جنوبية,900,13333,11999700
أرض,سكني, الرياض , حي القيروان ,جنوبية,599,6011,3600589
أرض,سكني, حريملاء, الرياض ,جنوبية شرقية,978,1800,1760400
أرض,سكني, حريملاء, الرياض ,غربية,375,1800,675000
أرض,سكني, الرياض , حي ضاحية نمار ,غربية,375,1800,675000
أرض,سكني, حريملاء, الرياض ,شرقية,359,1800,646200
أرض,سكني, الرياض , حي اليرموك ,شرقية,750,3450,2587500
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,450,3450,1552500
أرض,سكني, حريملاء, الرياض ,جنوبية,765,3450,2639250
أرض,سكني, حريملاء, الرياض ,جنوبية شرقية,490,4950,2425500
أرض,سكني, حريملاء, الرياض ,شمالية,375,1333,499875
أرض,سكني, حريملاء, الرياض ,جنوبية,805,1250,1006250
أرض,سكني, حريملاء, الرياض ,شرقية,375,1306,489750
أرض,سكني, حريملاء, الرياض ,شرقية,810,1400,1134000
أرض,سكني, الرياض , حي طويق ,جنوبية,375,2255,845625
أرض,سكني, حريملاء, الرياض ,جنوبية شرقية,759,1450,1100550
أرض,سكني, حريملاء, الرياض ,شمالية غربية,2338,1450,3390100
أرض,سكني, , حي نمار,شمالية,300,1450,435000
أرض,سكني, , حي نمار,جنوبية,623,1450,903350
أرض,سكني, الرياض , حي السعادة ,جنوبية,623,1450,903350
أرض,سكني, الرياض , حي السعادة ,جنوبية غربية,719,2000,1438000
أرض,سكني, الرياض , حي السعادة ,جنوبية شرقية,670,4800,3216000
أرض,سكني, الرياض , حي المهدية ,جنوبية,392,1400,548800
أرض,سكني, الرياض , حي القادسية ,جنوبية,392,1400,548800
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,270,1400,378000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,2520,1800,4536000
أرض,سكني, الرياض , حي حطين ,غربية,525,11000,5775000
أرض,سكني, الرياض , ,شمالية,1440,2450,3528000
أرض,سكني, الرياض , حي الرمال ,جنوبية,924,3750,3465000
أرض,سكني, حريملاء, حي الخير ,شرقية,4697,2880,13527360
أرض,سكني, ضرما, المغرفية ,شمالية,10500,2880,30240000
أرض,سكني, الرياض , حي الغنامية ,غربية,200,750,150000
أرض,سكني, الرياض , حي حطين ,شمالية شرقية,1050,8572,9000600
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,1050,8572,9000600
أرض,سكني, الرياض , حي الروضة ,غربية,751,4000,3004000
أرض,سكني, الرياض , حي الخير ,شرقية,375,4000,1500000
أرض,سكني, حريملاء, الرياض ,جنوبية,360,4000,1440000
أرض,سكني, الرياض , حي عليشة ,جنوبية,232,4000,928000
أرض,سكني, الرياض , حي العوالي ,شمالية,500,4000,2000000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,500,4000,2000000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,383,704,269632
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,660,487,321420
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,400,1100,440000
أرض,سكني, الرياض , حي المرسلات ,جنوبية,400,1100,440000
أرض,سكني, الدرعية, العيينة ,شمالية,630,1270,800100
أرض,سكني, الدرعية, العيينة ,شرقية,432,1350,583200
أرض,سكني, الرياض , حي حطين ,شمالية,615,7317,4499955
أرض,سكني, الرياض , حي الريان ,جنوبية شرقية,780,6000,4680000
أرض,سكني, حريملاء, الرياض ,شرقية,810,1400,1134000
أرض,سكني, حريملاء, الرياض ,غربية,750,466,349500
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,900,466,419400
أرض,سكني, الرياض , حي العليا ,جنوبية شرقية,580,466,270280
أرض,سكني, الرياض , حي البرية ,غربية,378,1000,378000
أرض,سكني, الرياض , حي الخير ,شرقية,750,1500,1125000
أرض,سكني, الرياض , حي المروة ,غربية,1210,1500,1815000
أرض,سكني, حريملاء, الرياض ,شرقية,750,1550,1162500
أرض,سكني, حريملاء, الرياض ,جنوبية,625,1000,625000
أرض,سكني, حريملاء, الرياض ,شمالية,375,1466,549750
أرض,سكني, حريملاء, الرياض ,شمالية,375,1466,549750
أرض,سكني, الرياض , حي بدر ,شمالية,15730,1400,22022000
أرض,سكني, الرياض , حي بدر ,شرقية,809,1400,1132600
أرض,سكني, الرياض , حي المصفاة ,شمالية شرقية,400,900,360000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,750,386,289500
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,400,587,234800
أرض,سكني, الرياض , حي الضباط ,شمالية,450,3000,1350000
أرض,سكني, الرياض , حي الضباط ,جنوبية شرقية,3500,7000,24500000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,745,442,329290
أرض,سكني, الرياض , حي الحزم ,جنوبية,312,442,137904
أرض,سكني, الرياض , حي المهدية ,جنوبية غربية,1639,442,724438
أرض,سكني, حريملاء, الرياض ,غربية,375,1500,562500
أرض,سكني, الرياض , حي السلام ,غربية,375,4000,1500000
أرض,سكني, الرياض , حي الحائر ,شمالية شرقية,8464,4000,33856000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,294,4000,1176000
أرض,سكني, الرياض , حي عريض ,شمالية غربية,625,4000,2500000
أرض,سكني, الرياض , حي النرجس ,شمالية غربية,900,4000,3600000
أرض,سكني, الرياض , حي النرجس ,شمالية,435,5150,2240250
أرض,سكني, الرياض , حي طويق ,شمالية,900,5150,4635000
أرض,سكني, الرياض , حي المنصورية ,جنوبية غربية,9600,5150,49440000
أرض,سكني, حريملاء, الرياض ,جنوبية,420,1666,699720
أرض,سكني, حريملاء, الرياض ,غربية,750,1400,1050000
أرض,سكني, حريملاء, الرياض ,جنوبية,786,1017,799362
أرض,سكني, حريملاء, الرياض ,جنوبية,420,1017,427140
أرض,سكني, الرياض , حي الروضة ,جنوبية,627,4200,2633400
أرض,سكني, الرياض , حي المرسلات ,شمالية غربية,625,5500,3437500
أرض,سكني, حريملاء, الرياض ,شرقية,375,1550,581250
أرض,سكني, الرياض , حي الرحمانية ,شمالية غربية,580,6000,3480000
أرض,سكني, حريملاء, الرياض ,شمالية شرقية,222,1810,401820
أرض,سكني, الرياض , حي المهدية ,شمالية,400,3000,1200000
أرض,سكني, الرياض , حي الرمال ,شمالية,36,2600,93600
أرض,سكني, امارة منطقة الرياض, الرياض ,ثلاث شوارع,500,2600,1300000
أرض,تجاري وسكني, الرياض , حي المهدية ,جنوبية,400,3125,1250000
أرض,تجاري وسكني, الرياض , حي الدار البيضاء ,شرقية,800,1300,1040000
أرض,تجاري وسكني, حريملاء, الرياض ,شمالية,799,1500,1198500
أرض,تجاري وسكني, حريملاء, الرياض ,غربية,308,5200,1601600
أرض,تجاري وسكني, حريملاء, الرياض ,غربية,437,5200,2272400
أرض,تجاري وسكني, الرياض , حي عكاظ ,غربية,437,5200,2272400
أرض,تجاري وسكني, الرياض , حي عكاظ ,شمالية غربية,2400,5200,12480000
أرض,تجاري وسكني, الرياض , حي النرجس ,شمالية,351,4800,1684800
أرض,تجاري وسكني, الرياض , حي نمار ,جنوبية غربية,1200,6500,7800000
أرض,تجاري وسكني, الرياض , حي الرمال ,جنوبية غربية,1200,6500,7800000
أرض,تجاري وسكني, حريملاء, الرياض ,جنوبية,375,6500,2437500
أرض,سكني, الرياض , حي المهدية ,شرقية,450,2555,1149750
أرض,سكني, حريملاء, الرياض ,جنوبية,207,1700,351900
أرض,سكني, الرياض , حي النرجس ,جنوبية,450,1700,765000
أرض,سكني, الرياض , حي النرجس ,شمالية,450,1700,765000
أرض,سكني, الرياض , حي المهدية ,شرقية,450,2555,1149750
أرض,سكني, الرياض , حي العارض ,شمالية,300,2555,766500
أرض,سكني, الرياض , حي طويق ,شرقية,870,2555,2222850
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,989,2555,2526895
أرض,سكني, الرياض , حي النرجس ,شمالية,450,2555,1149750
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,200,950,190000
أرض,سكني, الرياض , حي ظهرة لبن ,أربع شوارع,900,3000,2700000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,2100,523,1098300
أرض,سكني, الرياض , حي منفوحة ,شرقية,328,1600,524800
أرض,سكني, الرياض , حي النرجس ,جنوبية,450,1600,720000
أرض,سكني, الرياض , حي النرجس ,جنوبية,825,390,321750
أرض,سكني, الرياض , حي القادسية ,شرقية,234,3000,702000
أرض,سكني, حريملاء, الرياض ,شرقية,375,1550,581250
أرض,سكني, حريملاء, الرياض ,شرقية,450,2666,1199700
أرض,سكني, الرياض , حي الحزم ,شرقية,646,1476,953496
أرض,سكني, الرياض , حي المهدية ,جنوبية,900,1476,1328400
أرض,سكني, الرياض , حي المهدية ,غربية,750,1146,859500
أرض,سكني, الرياض , حي الرمال ,جنوبية شرقية,1450,1146,1661700
أرض,سكني, حريملاء, الرياض ,جنوبية,400,1146,458400
أرض,سكني, الدرعية, العيينة ,شمالية,3903,2500,9757500
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,450,611,274950
أرض,سكني, حريملاء, الرياض ,غربية,840,1785,1499400
أرض,سكني, الرياض , حي عرقة ,ثلاث شوارع,1250,1785,2231250
أرض,سكني, الرياض , حي عرقة ,شمالية شرقية,980,2100,2058000
أرض,سكني, حريملاء, الرياض ,جنوبية,375,2100,787500
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,900,670,603000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,200,5800,1160000
أرض,سكني, الرياض , حي النرجس ,شمالية غربية,900,4500,4050000
أرض,سكني, حريملاء, الرياض ,جنوبية,375,4500,1687500
أرض,سكني, حريملاء, الرياض ,شمالية,2980,3000,8940000
أرض,سكني, الرياض , حي العارض ,جنوبية,420,4100,1722000
أرض,سكني, الرياض , حي الملقا ,شمالية,590,7200,4248000
أرض,سكني, الرياض , حي المهدية ,جنوبية,384,7200,2764800
أرض,سكني, الرياض , حي بدر ,جنوبية,1062,2050,2177100
أرض,سكني, حريملاء, الرياض ,جنوبية,400,1134,453600
أرض,سكني, حريملاء, الرياض ,جنوبية,400,1140,456000
أرض,سكني, الرياض , حي المهدية ,جنوبية غربية,625,3500,2187500
أرض,سكني, الرياض , حي طويق ,شمالية,450,1793,806850
أرض,سكني, حريملاء, القرينه ,غربية,630,1025,645750
أرض,سكني, حريملاء, الرياض ,شرقية,360,1375,495000
أرض,سكني, حي المهدية , شارع سعيد بن عبدالله باقشير ,جنوبية غربية,625,4000,2500000
أرض,سكني, حي المهدية , شارع سعيد بن عبدالله باقشير ,شرقية,465,1226,570090
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,465,1226,570090
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,2000,600,1200000
أرض,سكني, الرياض , حي نمار ,جنوبية,472,1475,696200
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية شرقية,382,1600,611200
أرض,سكني, الرياض , حي المهدية ,جنوبية,625,4500,2812500
أرض,سكني, الرياض , حي النرجس ,شرقية,450,5800,2610000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,200,1150,230000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية شرقية,406,1650,669900
أرض,سكني, حريملاء, الرياض ,جنوبية,400,1650,660000
أرض,سكني, حريملاء, الرياض ,ثلاث شوارع,2400,1650,3960000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية غربية,382,1650,630300
أرض,سكني, امارة منطقة الرياض, الرياض ,ثلاث شوارع,15797,1600,25275200
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,400,3750,1500000
أرض,سكني, الرياض , حي ظهرة لبن ,غربية,750,3750,2812500
أرض,سكني, حريملاء, الرياض ,جنوبية,367,1404,515268
أرض,سكني, حريملاء, الرياض ,شمالية,768,521,400128
أرض,سكني, الرياض , حي البرية ,جنوبية,690,690,476100
أرض,سكني, الرياض , حي عريض ,شمالية,400,690,276000
أرض,سكني, الرياض , حي العوالي ,جنوبية,750,1867,1400250
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,405,1867,756135
أرض,سكني, الرياض , حي العارض ,جنوبية,390,4500,1755000
أرض,سكني, الرياض , حي العارض ,جنوبية,996,2500,2490000
أرض,سكني, الرياض , حي الرمال ,جنوبية,275,3050,838750
أرض,سكني, الرياض , حي المحمدية ,أربع شوارع,3500,9000,31500000
أرض,سكني, حريملاء, الرياض ,غربية,375,9000,3375000
أرض,سكني, حريملاء, ملهم ,جنوبية غربية,625,9000,5625000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,450,2222,999900
أرض,سكني, الرياض , حي المصيف ,شرقية,329,4600,1513400
أرض,سكني, الرياض , حي الياسمين ,شرقية,496,5500,2728000
أرض,سكني, الرياض , حي طويق ,شرقية,496,5500,2728000
أرض,سكني, الرياض , حي النهضة ,شمالية,875,3200,2800000
أرض,سكني, حريملاء, الرياض ,جنوبية,437,1487,649819
أرض,سكني, الرياض , حي البرية ,جنوبية,437,1487,649819
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية شرقية,1050,900,945000
أرض,سكني, الرياض , حي النرجس ,جنوبية شرقية,1050,900,945000
أرض,سكني, الرياض , حي النرجس ,شمالية,225,5000,1125000
أرض,سكني, الرياض , حي العارض ,شمالية,300,3666,1099800
أرض,سكني, حريملاء, الرياض ,غربية,455,1868,849940
أرض,سكني, الرياض , حي العليا ,شمالية غربية,728,4500,3276000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,500,940,470000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,216,810,174960
أرض,سكني, الرياض , حي الضباط ,جنوبية,570,2700,1539000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,900,733,659700
أرض,سكني, الرياض , حي نمار ,غربية,231,1550,358050
أرض,سكني, الرياض , حي المهدية ,غربية,450,2900,1305000
أرض,سكني, الرياض , حي ضاحية نمار ,شمالية,889,1237,1099693
أرض,سكني, الرياض , حي الازدهار ,جنوبية,1493,13395,19998735
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,225,13395,3013875
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية شرقية,225,13395,3013875
أرض,سكني, الرياض , حي الخير ,شرقية,375,1480,555000
أرض,سكني, الرياض , حي اشبيلية ,غربية,900,5555,4999500
أرض,سكني, الرياض , حي الخير ,شرقية,375,1550,581250
أرض,سكني, الرياض , حي اشبيلية ,غربية,900,5555,4999500
أرض,سكني, الرياض , حي اليرموك ,غربية,900,5555,4999500
أرض,سكني, الرياض , حي اليرموك ,غربية,900,5555,4999500
أرض,تجاري وسكني, الرياض , حي اليرموك ,غربية,900,5555,4999500
أرض,سكني, الرياض , حي العارض ,غربية,450,4800,2160000
أرض,سكني, الرياض , حي النرجس ,شمالية,300,5550,1665000
أرض,تجاري وسكني, الرياض , حي ظهرة لبن ,شرقية,930,1750,1627500
أرض,تجاري وسكني, الرياض , حي ديراب ,جنوبية,750,1200,900000
أرض,تجاري وسكني, الرياض , حي ظهرة لبن ,جنوبية,750,1200,900000
أرض,تجاري, الرياض , حي العارض ,غربية,425,6500,2762500
أرض,سكني, الرياض , حي العارض ,غربية,425,4900,2082500
أرض,سكني, الرياض , حي العارض ,شرقية,900,4000,3600000
أرض,سكني, حريملاء, الرياض ,شمالية شرقية,667,4000,2668000
أرض,سكني, حريملاء, الرياض ,شمالية,667,1300,867100
أرض,سكني, الرياض , حي الصحافة ,جنوبية,525,1300,682500
أرض,سكني, الرياض , حي العارض ,جنوبية,686,5000,3430000
أرض,سكني, حريملاء, الرياض ,شمالية,379,1490,564710
أرض,سكني, حريملاء, الرياض ,شرقية,375,1750,656250
أرض,سكني, الرياض , حي الخير ,شرقية,375,1570,588750
أرض,سكني, الرياض , حي الغدير ,جنوبية غربية,1517,6700,10163900
أرض,سكني, , حي نمار,شرقية,375,6700,2512500
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,750,466,349500
أرض,تجاري وسكني, الرياض , حي ظهرة لبن ,غربية,400,2250,900000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,900,667,600300
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية شرقية,1168,600,700800
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,325,2700,877500
أرض,سكني, حريملاء, الرياض ,غربية,750,1170,877500
أرض,سكني, الرياض , حي المهدية ,غربية,750,1170,877500
أرض,سكني, الرياض , حي النرجس ,شرقية,450,5800,2610000
أرض,سكني, الرياض , حي الرحمانية ,جنوبية شرقية,875,6700,5862500
أرض,تجاري, الرياض , حي القادسية ,شرقية,2512,2900,7284800
أرض,تجاري, الرياض , حي الرمال ,جنوبية غربية,4060,3000,12180000
أرض,تجاري, امارة منطقة الرياض, الرياض ,جنوبية,900,800,720000
أرض,تجاري, الرياض , حي الخير ,غربية,744,800,595200
أرض,تجاري, الرياض , حي المهدية ,غربية,450,2700,1215000
أرض,تجاري, حريملاء, الرياض ,شمالية,375,1333,499875
أرض,سكني, حريملاء, الرياض ,جنوبية,750,2666,1999500
أرض,سكني, الرياض , حي النهضة ,جنوبية,750,3200,2400000
أرض,سكني, حريملاء, الرياض ,شرقية,375,1450,543750
أرض,سكني, الرياض , حي الحمراء ,شرقية,375,1450,543750
أرض,سكني, الرياض , حي المنصورة ,جنوبية شرقية,1200,1450,1740000
أرض,سكني, الرياض , حي المهدية ,شرقية,524,1450,759800
أرض,سكني, الرياض , حي الخليج ,شمالية غربية,750,3600,2700000
أرض,سكني, حريملاء, الرياض ,شمالية,750,1133,849750
أرض,سكني, الرياض , حي الخير ,شمالية,975,1133,1104675
أرض,سكني, الرياض , حي الخليج ,غربية,750,3500,2625000
أرض,سكني, الرياض , حي الخليج ,شمالية غربية,750,3600,2700000
أرض,سكني, حريملاء, الرياض ,غربية,450,1500,675000
أرض,سكني, حريملاء, الرياض ,شرقية,375,1430,536250
أرض,سكني, الرياض , حي الخير ,غربية,744,1430,1063920
أرض,سكني, حريملاء, الرياض ,شرقية,375,1450,543750
أرض,سكني, حريملاء, الرياض ,شرقية,375,1450,543750
أرض,سكني, حريملاء, الرياض ,شمالية غربية,1627,1450,2359150
أرض,سكني, الرياض , حي عريض ,شمالية,900,1450,1305000
أرض,سكني, حريملاء, الرياض ,شمالية,375,1333,499875
أرض,سكني, حريملاء, الرياض ,شرقية,375,1413,529875
أرض,سكني, الرياض , حي الزاهر ,غربية,2000,1413,2826000
أرض,سكني, الرياض , ضاحية نمار ,غربية,375,1333,499875
أرض,سكني, الرياض , حي العارض ,شمالية,458,3900,1786200
أرض,سكني, الرياض , حي ام سليم ,جنوبية شرقية,199,1800,358200
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية غربية,15233,350,5331550
أرض,سكني, الرياض , حي الحزم ,جنوبية غربية,15233,350,5331550
أرض,سكني, الرياض , حي ضاحية نمار ,جنوبية غربية,15233,350,5331550
أرض,سكني, ضرما, ضرما ,جنوبية شرقية,1157,691,799487
أرض,تجاري وسكني, الرياض , حي المهدية ,شمالية,400,2800,1120000
أرض,سكني, الرياض , حي المهدية ,شمالية,2570,850,2184500
أرض,سكني, الرياض , حي المهدية ,جنوبية,320,2875,920000
أرض,سكني, الرياض , حي المحمدية ,جنوبية,405,9000,3645000
أرض,سكني, الرياض, الرياض ,شمالية,400,700,280000
أرض,سكني, رماح, الرياض ,جنوبية شرقية,900,750,675000
أرض,سكني, الرياض, الرياض ,جنوبية,750,1200,900000
أرض,سكني, الرياض , حي الربيع ,غربية,375,6700,2512500
أرض,سكني, الدرعية, العيينة ,شمالية,630,2500,1575000
أرض,تجاري وسكني, الرياض , حي العوالي ,جنوبية,900,2700,2430000
أرض,تجاري, الرياض , حي النرجس ,شمالية غربية,732,8100,5929200
أرض,سكني, الرياض , حي الهدا ,جنوبية شرقية,3890,5000,19450000
أرض,سكني, حي ظهرة لبن , شارع العين ,جنوبية غربية,900,3333,2999700
أرض,تجاري وسكني, الرياض, حي ظهرة لبن ,غربية,900,4000,3600000
أرض,سكني, الرياض , حي عريض ,شمالية غربية,900,1450,1305000
أرض,سكني, الرياض , حي النظيم ,شمالية,375,1550,581250
أرض,سكني, الرياض , حي النظيم ,شمالية شرقية,918,708,649944
أرض,سكني, الرياض , حي النظيم ,شمالية,750,1300,975000
أرض,سكني, الرياض , حي النظيم ,جنوبية شرقية,750,2000,1500000
أرض,سكني, الرياض , حي النظيم ,شرقية,750,1450,1087500
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,947,687,650589
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,550,1818,999900
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,765,372,284580
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,900,611,549900
أرض,سكني, الرياض , حي الملز ,غربية,900,611,549900
أرض,تجاري وسكني, الرياض , حي المناخ ,شمالية شرقية,2927,1500,4390500
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,624,6000,3744000
أرض,سكني, الرياض , حي ضاحية نمار ,جنوبية,624,6000,3744000
أرض,سكني, الرياض , حي مطار الملك خالد الدولي ,شمالية غربية,411,4000,1644000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,450,711,319950
أرض,سكني, الرياض , حي ضاحية نمار ,شمالية,720,958,689760
أرض,سكني, الرياض , حي المهدية ,غربية,537,2500,1342500
أرض,سكني, الرياض , حي الرمال ,جنوبية,390,3100,1209000
أرض,سكني, الدرعية, العيينة ,شرقية,390,2600,1014000
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,400,2750,1100000
أرض,سكني, الرياض , حي ضاحية نمار ,شرقية,1062,1000,1062000
أرض,سكني, الرياض , حي الرمال ,شمالية,7500,1400,10500000
أرض,تجاري, الرياض , حي الخليج ,شرقية,1500,3200,4800000
أرض,تجاري, الرياض , حي النرجس ,شمالية,360,4700,1692000
أرض,تجاري, حريملاء, الرياض ,جنوبية,780,1150,897000
أرض,سكني, حريملاء, الرياض ,غربية,921,3000,2763000
أرض,سكني, الرياض , حي النرجس ,غربية,921,3000,2763000
أرض,سكني, الرياض , حي بدر ,جنوبية غربية,527,1300,685100
أرض,سكني, الرياض , حي بدر ,غربية,300,5000,1500000
أرض,سكني, حريملاء, الرياض ,شرقية,438,1484,649992
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,750,667,500250
أرض,سكني, الرياض , حي اليرموك ,غربية,300,3700,1110000
أرض,تجاري, الرياض , حي المنار ,غربية,2530,3800,9614000
أرض,تجاري, الرياض , حي النرجس ,غربية,1076,12082,13000232
أرض,تجاري, الرياض , حي النرجس ,شمالية شرقية,452,1438,649976
أرض,تجاري, الرياض , حي طويق ,شمالية,870,2000,1740000
أرض,سكني, الرياض , حي الربوة ,شرقية,434,4000,1736000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,455,747,339885
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية شرقية,2000,550,1100000
أرض,تجاري, الرياض , حي القادسية ,غربية,2400,1700,4080000
أرض,تجاري, الرياض , حي القادسية ,شمالية,1246,2000,2492000
أرض,سكني, الرياض , حي الملقا ,شمالية شرقية,940,8300,7802000
أرض,سكني, الرياض , حي الربوة ,جنوبية شرقية,2500,5000,12500000
أرض,سكني, الرياض , حي المعيزلة ,جنوبية شرقية,2500,5000,12500000
أرض,سكني, الرياض , حي المصفاة ,شرقية,1600,1000,1600000
أرض,سكني, الرياض , حي الرمال ,شرقية,1647,2900,4776300
أرض,سكني, الرياض , حي الرمال ,جنوبية,3002,2800,8405600
أرض,سكني, الرياض , حي الحمراء ,جنوبية شرقية,2080,8000,16640000
أرض,سكني, الرياض , حي المونسية ,جنوبية شرقية,2080,8000,16640000
أرض,سكني, الرياض , حي العقيق ,غربية,625,8000,5000000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,2000,700,1400000
أرض,تجاري وسكني, الرياض , حي النرجس ,أربع شوارع,3900,6154,24000600
أرض,تجاري, الرياض , حي المهدية ,شمالية,800,2625,2100000
أرض,تجاري, الرياض , حي القادسية ,جنوبية,2400,5625,13500000
أرض,سكني, الرياض , حي المعيزلة ,جنوبية شرقية,704,2500,1760000
أرض,سكني, الرياض , حي الملك فهد ,ثلاث شوارع,900,4666,4199400
أرض,تجاري وسكني, الرياض , حي المهدية ,شمالية,800,2625,2100000
أرض,سكني, الرياض , حي النرجس ,شرقية,375,6500,2437500
أرض,سكني, الرياض , حي النرجس ,شمالية,745,469,349405
أرض,سكني, الرياض , حي النرجس ,شمالية شرقية,450,6100,2745000
أرض,سكني, حريملاء, الرياض ,جنوبية غربية,960,1145,1099200
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,675,993,670275
أرض,تجاري وسكني, الرياض , حي الضباط ,ثلاث شوارع,3000,5200,15600000
أرض,سكني, الرياض , حي المهدية ,شمالية,300,3334,1000200
أرض,سكني, الرياض , حي المهدية ,جنوبية,1258,2500,3145000
أرض,سكني, الرياض , حي العوالي ,شرقية,900,2400,2160000
أرض,سكني, الرياض , حي العوالي ,غربية,904,2400,2169600
أرض,سكني, الرياض , حي الاندلس ,جنوبية,501,3500,1753500
أرض,سكني, الرياض , حي النرجس ,جنوبية,550,5500,3025000
أرض,سكني, الرياض , حي اشبيلية ,شمالية,1050,3400,3570000
أرض,سكني, الرياض , حي المونسية ,جنوبية غربية,484,4150,2008600
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,400,625,250000
أرض,سكني, الرياض , حي طويق ,جنوبية شرقية,1050,1750,1837500
أرض,تجاري وسكني, الرياض , حي المهدية ,جنوبية,1650,4500,7425000
أرض,تجاري وسكني, الرياض , حي لبن ,جنوبية شرقية,400,5000,2000000
أرض,تجاري وسكني, الرياض , حي الرمال ,جنوبية شرقية,400,5000,2000000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,375,2700,1012500
أرض,تجاري, الرياض , حي العقيق ,ثلاث شوارع,1650,17500,28875000
أرض,سكني, الرياض , حي العارض ,جنوبية شرقية,458,4900,2244200
أرض,سكني, الرياض , حي الملك فيصل ,جنوبية شرقية,900,4400,3960000
أرض,تجاري, الرياض , حي الصحافة ,شمالية غربية,810,18500,14985000
أرض,سكني, الرياض , حي العارض ,جنوبية,476,5000,2380000
أرض,سكني, الرياض , حي العارض ,جنوبية,476,5000,2380000
أرض,تجاري وسكني, الرياض , حي ظهرة لبن ,شرقية,900,4000,3600000
أرض,تجاري وسكني, الرياض , حي المونسية ,شرقية,750,4300,3225000
أرض,تجاري وسكني, الرياض , حي المونسية ,ثلاث شوارع,11800,338,3988400
أرض,تجاري وسكني, الرياض , حي العقيق ,جنوبية,575,6260,3599500
أرض,تجاري وسكني, الرياض , حي العقيق ,شمالية,375,1253,469875
أرض,سكني, الرياض, الرياض ,شمالية,2520,950,2394000
أرض,سكني, الرياض, الرياض ,شرقية,420,607,254940
أرض,سكني, الرياض , حي الربيع ,جنوبية,600,6400,3840000
أرض,سكني, الرياض , حي النرجس ,شمالية غربية,900,4800,4320000
أرض,سكني, الرياض , حي الملقا ,شمالية,412,6250,2575000
