نوع العقار,الحي,الواجهة,عدد الغرف,عدد الصالات,عدد الحمامات,المساحة,مطبخ,مدخل سيارة,مصعد,الدور,عمر العقار,مؤثثة,السعر الاجمالي
شقة, حي النرجس ,جنوبية,4,1,3,138,1,0,1,غير محدد,0.0,0,840000
شقة, حي الملقا ,غير معروف,4,1,3,126,1,1,1,علوي,7.0,0,900000
شقة, الرياض ,ثلاث شوارع,2,1,2,151,1,0,1,علوي,0.0,0,896000
شقة, الرياض ,جنوبية,4,2,3,137,0,1,1,علوي,0.0,0,900000
شقة, حي الملقا ,شمالية,3,1,3,132,1,0,1,أرضي,4.0,1,1200000
شقة, حي العارض ,غير معروف,2,1,3,103,1,0,0,أرضي,0.0,0,852833
شقة, حي المغرزات ,شرقية,1,2,2,137,1,1,1,3,0.0,0,1030000
شقة, حي العارض ,جنوبية,2,1,3,101,0,1,1,غير محدد,0.0,0,770000
شقة, حي المرسلات ,غير معروف,3,2,3,128,0,0,1,علوي,0.0,0,1400000
شقة, حي حطين ,جنوبية شرقية,3,1,3,149,0,0,1,علوي,0.0,0,1600000
شقة, الرياض ,شمالية,4,2,4,190,1,0,1,3,0.0,1,1750000
شقة, حي النزهة ,غربية,3,0,3,238,1,0,1,4,0.0,0,1280000
شقة, حي المروج ,شمالية شرقية,3,0,2,130,1,0,0,علوي,10.0,0,750000
شقة, حي النرجس ,غير معروف,3,1,3,142,1,1,1,غير محدد,1.0,1,1000000
شقة, حي النرجس ,شمالية,4,1,3,150,1,1,1,ثاني,0.0,0,1050000
شقة, حي النرجس ,شمالية,4,1,3,150,0,0,1,3,0.0,0,1050000
شقة, حي الملقا ,شمالية,3,1,3,185,1,1,1,علوي,11.0,0,1850000
شقة, حي الملقا ,جنوبية شرقية,3,1,4,108,1,1,1,أرضي,0.0,1,1225000
شقة, حي الياسمين ,غير معروف,3,1,3,129,0,1,1,علوي,0.0,0,1250000
شقة, حي الملقا ,غير معروف,3,1,3,168,1,0,0,علوي,0.0,0,1350000
شقة, الرياض ,جنوبية غربية,3,1,3,111,0,0,0,3,0.0,0,886000
شقة, حي الملقا ,جنوبية,3,2,3,125,1,0,1,علوي,7.0,0,1000000
شقة, حي النرجس ,جنوبية,3,1,4,106,1,0,0,أرضي,0.0,0,880000
شقة, حي النرجس ,غير معروف,2,1,2,106,1,0,0,أرضي,0.0,0,900000
شقة, حي النرجس ,شمالية,3,1,3,120,0,1,0,أرضي,0.0,0,909000
شقة, الرياض ,شرقية,4,1,5+,143,1,1,1,علوي,0.0,0,1000000
شقة, حي النرجس ,جنوبية,4,1,3,254,1,0,1,أرضي,0.0,0,979000
شقة, حي النرجس ,ثلاث شوارع,4,1,3,150,1,1,1,علوي,1.0,0,1150000
شقة, حي النرجس ,شرقية,4,2,5+,214,1,1,1,3,0.0,0,1385000
شقة, حي الملقا ,غير معروف,3,2,3,118,0,0,0,غير محدد,0.0,0,1090000
شقة, حي الملقا ,غير معروف,3,1,3,130,1,1,1,أرضي,0.0,0,880000
شقة, حي النرجس ,غير معروف,3,1,3,150,0,1,1,علوي,0.0,0,850000
شقة, حي الندى ,غير معروف,2,1,2,101,1,1,1,3,1.0,1,1150000
شقة, حي الياسمين ,غير معروف,2,2,3,130,1,0,1,3,0.0,1,950000
شقة, حي الوادي ,غير معروف,3,1,3,158,0,0,1,علوي,0.0,0,1119000
شقة, حي الملقا ,جنوبية شرقية,5,1,4,132,1,1,1,أرضي,0.0,1,1281250
شقة, حي النرجس ,جنوبية,3,1,3,134,1,0,1,علوي,0.0,0,900000
شقة, حي النخيل ,غير معروف,3,1,2,159,1,0,1,أرضي,0.0,0,1400000
شقة, حي حطين ,غير معروف,3,1,4,166,1,0,1,أرضي,0.0,0,1299000
شقة, حي النرجس ,غير معروف,2,1,3,117,1,0,1,علوي,0.0,1,900000
شقة, حي النرجس ,شمالية,4,1,3,119,0,0,1,غير محدد,0.0,0,769000
شقة, شارع عبدالله بن العاص ,جنوبية شرقية,3,2,3,219,1,0,1,3,0.0,0,1350000
شقة, الرياض ,غربية,2,2,2,90,1,1,1,علوي,0.0,1,850000
شقة, حي النرجس ,شمالية غربية,3,1,3,145,1,1,0,ارضي,0.0,0,1099000
شقة, حي القيروان ,غير معروف,3,2,3,127,1,0,0,غير محدد,2.0,0,1400000
شقة, حي الملقا ,غير معروف,2,1,3,111,1,1,1,أرضي,0.0,1,1250000
شقة, حي النرجس ,جنوبية,3,1,3,125,1,1,1,أرضي,0.0,0,1150000
شقة, حي الياسمين ,شرقية,3,1,3,140,1,1,1,علوي,0.0,0,1249000
شقة, حي الملقا ,غير معروف,3,1,3,196,1,0,0,علوي,0.0,0,1550000
شقة, حي النرجس ,غير معروف,3,1,3,137,1,0,1,علوي,0.0,0,995000
شقة, حي النرجس ,شمالية,3,1,3,307,0,0,0,ثالث,0.0,0,1049000
شقة, حي العارض ,غربية,3,1,3,109,1,1,1,علوي,0.0,0,890000
شقة, حي المصيف ,غير معروف,3,1,3,161,0,0,0,غير محدد,0.0,0,1350000
شقة, حي النرجس ,جنوبية شرقية,2,1,2,130,0,0,1,غير محدد,0.0,0,782000
شقة, حي النرجس ,شرقية,3,1,3,142,1,0,0,ثالث,0.0,0,970000
شقة, حي العارض ,شرقية,3,1,4,200,0,0,1,أرضي,0.0,0,1200000
شقة, الرياض ,غير معروف,3,1,3,141,1,0,0,أرضي,0.0,0,979000
شقة, حي الملقا ,شمالية غربية,4,1,3,124,0,0,1,غير محدد,0.0,0,959000
شقة, حي الملقا ,شمالية,4,1,4,230,1,0,0,أرضي,8.0,1,1650000
شقة, حي العقيق ,غير معروف,3,2,3,123,1,0,1,أرضي,11.0,0,700000
شقة, حي النرجس ,جنوبية,3,1,3,135,0,0,1,أرضي,0.0,0,920000
شقة, حي النرجس ,غير معروف,3,1,3,130,1,0,1,3,0.0,0,850000
شقة, حي العارض ,شمالية,3,2,4,178,1,0,1,أرضي,7.0,1,1200000
شقة, حي الوادي ,غير معروف,3,1,3,158,0,0,0,علوي,0.0,0,1119000
شقة, حي المروج ,غربية,2,1,3,182,1,1,1,3,0.0,1,1390000
شقة, حي النزهة ,جنوبية,2,1,3,125,1,1,0,اول,4.0,0,1150000
شقة, حي الملقا ,غير معروف,5,2,4,216,1,1,1,علوي,4.0,0,1700000
شقة, حي النرجس ,غير معروف,2,1,3,151,1,0,1,أرضي,0.0,0,896000
شقة, حي الملقا ,غير معروف,4,1,3,143,1,1,1,أرضي,2.0,1,1200000
شقة, الرياض ,غير معروف,3,1,3,250,1,0,1,علوي,2.0,0,1200000
شقة, حي النفل ,شمالية,4,1,4,131,0,1,1,ثاني,1.0,0,1150000
شقة, حي الملقا ,جنوبية,3,1,4,174,0,0,1,علوي,0.0,0,1400000
شقة, حي الندى ,غير معروف,3,1,3,126,1,0,1,أرضي,3.0,0,1100000
شقة, حي حطين ,شمالية غربية,3,2,3,298,1,0,0,علوي,0.0,0,1459000
شقة, حي العارض ,غير معروف,3,2,3,176,1,1,0,علوي,1.0,0,1190000
شقة, حي النرجس ,غير معروف,4,1,4,210,0,0,1,أرضي,0.0,0,1200000
شقة, حي الملقا ,غربية,3,2,3,175,1,1,1,أرضي,4.0,0,1150000
شقة, حي الملقا ,شمالية,3,2,4,135,1,0,1,علوي,0.0,0,1250000
شقة, حي النرجس ,ثلاث شوارع,2,1,3,129,1,1,1,3,0.0,0,1496500
شقة, حي النرجس ,جنوبية شرقية,2,1,3,170,1,0,1,غير محدد,0.0,0,930000
شقة, حي الملقا ,جنوبية,1,0,3,125,0,0,0,غير محدد,8.0,0,1100000
شقة, حي الياسمين ,ثلاث شوارع,2,1,2,100,1,1,0,ثاني,2.0,0,745000
شقة, حي الندى ,جنوبية,3,2,3,191,1,0,1,أرضي,0.0,0,1259000
شقة, حي الندى ,جنوبية,3,2,3,143,1,1,1,علوي,0.0,0,1189000
شقة, حي العليا ,شرقية,1,1,2,92,1,1,1,علوي,11.0,1,2100000
شقة, حي الملقا ,شرقية,3,1,3,190,1,1,1,علوي,0.0,0,1300000
شقة, الرياض ,شمالية,1,1,2,89,1,1,0,20+,9.0,1,1680000
شقة, حي الملقا ,شمالية,3,1,3,125,1,1,1,علوي,8.0,0,900000
شقة, حي الملقا ,جنوبية,4,2,4,134,1,1,1,أرضي,0.0,1,1250000
شقة, حي الصحافة ,غربية,4,0,3,171,1,0,1,20+,0.0,0,1600000
شقة, حي مطار الملك خالد الدولي ,غير معروف,4,2,3,180,1,1,0,3,0.0,0,2900000
شقة, الرياض ,غير معروف,3,1,3,101,1,1,1,علوي,1.0,0,1400000
شقة, حي التعاون ,جنوبية,3,1,3,125,1,0,1,علوي,3.0,0,1100000
شقة, حي الملقا ,غير معروف,4,1,2,152,1,0,1,3,10.0,0,900000
شقة, حي النرجس ,غير معروف,3,2,3,167,1,0,1,علوي,0.0,0,1200000
شقة, حي الملقا ,غربية,3,1,2,176,1,1,1,علوي,0.0,1,850000
شقة, حي المروج ,غير معروف,2,1,2,120,1,0,1,علوي,11.0,0,800000
شقة, حي حطين ,شمالية,4,1,3,156,1,1,0,ارضي,9.0,0,1200000
شقة, حي الملقا ,غربية,3,1,3,143,1,1,1,أرضي,5.0,0,1200000
شقة, حي الياسمين ,جنوبية,3,1,4,144,1,0,1,أرضي,1.0,0,1200000
شقة, حي الملقا ,شمالية,3,1,2,139,1,0,1,علوي,8.0,1,850000
شقة, حي النرجس ,غربية,2,1,3,100,1,0,1,3,0.0,1,1150000
شقة, حي الصحافة ,غير معروف,3,1,3,201,1,0,1,علوي,9.0,0,1100000
شقة, حي المروج ,غير معروف,3,1,3,127,1,0,1,3,0.0,1,1600000
شقة, حي الملقا ,غربية,3,1,3,158,1,0,1,علوي,0.0,0,1398000
شقة, حي القيروان ,غير معروف,2,1,3,120,1,0,1,علوي,0.0,0,925000
شقة, حي الملقا ,شمالية,4,1,3,104,1,0,0,أرضي,0.0,0,1100000
