,نوع العقار,المدينة,الحي,الواجهة,عدد الغرف,عدد الصالات,عدد الحمامات,عرض الشارع,المساحة,درج صالة,مطبخ,غرفة خادمة,غرفة سائق,ملحق,حوش,مسبح,قبو,مدخل سيارة,مصعد,السعر الاجمالي
205,فيلا, الرياض, الرياض ,جنوبية,7+,2,5+,14.0,501.0,1,1,1,1,1,1,0,0,1,0,4300000
206,فيلا, الرياض , حي الياسمين ,شمالية,5,2,5+,15.0,437.0,1,1,1,1,1,1,1,0,1,1,4200000
207,فيلا, الرياض , حي النرجس ,شرقية,5,2,5+,15.0,270.0,1,1,1,0,0,1,0,0,1,1,2700000
208,فيلا, الرياض, الرياض ,جنوبية غربية,4,2,5+,15.0,450.0,1,1,1,1,1,1,1,0,1,1,4000000
209,فيلا, الرياض , حي الياسمين ,شمالية شرقية,7+,3,5+,15.0,1107.0,1,1,1,1,1,1,0,1,1,1,10300000
210,فيلا, الرياض , حي التعاون ,جنوبية,5,2,5+,15.0,312.0,1,1,1,1,0,1,0,0,1,0,2700000
211,فيلا, الرياض , حي العليا ,جنوبية غربية,7+,2,5+,12.0,900.0,1,1,1,1,1,1,0,0,1,0,5000000
212,فيلا, الرياض , حي المحمدية ,غربية,4,1,5+,20.0,420.0,1,1,1,1,1,1,1,0,1,1,5800000
213,فيلا, حي النخيل , شارع سعيد السلمي ,شرقية,5,3,5+,15.0,750.0,1,1,1,1,1,1,1,0,1,1,8200000
214,فيلا, الرياض , حي الملك فهد ,جنوبية غربية,5,3,5+,20.0,960.0,1,1,1,1,1,1,0,0,1,0,6500000
215,فيلا, الرياض , حي الملقا ,شمالية,6,1,5+,5.0,360.0,0,1,0,0,0,0,0,0,0,0,4700000
216,فيلا, الرياض , حي النرجس ,شمالية,5,3,5+,20.0,300.0,1,1,1,0,1,1,0,0,1,1,2600000
217,فيلا, الرياض , حي النرجس ,غربية,5,2,4,25.0,375.0,1,1,1,1,1,1,0,0,1,1,4200000
218,فيلا, الرياض , حي الياسمين ,شمالية,5,3,5+,15.0,405.0,1,1,1,1,1,0,0,0,1,0,3600000
219,فيلا, الرياض , حي الياسمين ,جنوبية,6,2,5+,15.0,375.0,1,1,1,1,1,1,0,0,1,1,2850000
220,فيلا, الرياض , حي الياسمين ,شمالية,7+,2,5+,15.0,375.0,1,1,1,0,1,1,0,0,1,0,3500000
221,فيلا, الرياض , حي حطين ,جنوبية,7+,5,5+,15.0,450.0,1,1,1,0,1,1,0,1,1,1,5250000
222,فيلا, الرياض , حي حطين ,جنوبية,5,2,5+,15.0,351.0,1,1,1,0,1,1,0,0,1,1,3750000
223,فيلا, الرياض , حي حطين ,غربية,5,3,5+,18.0,250.0,1,1,1,0,0,0,0,0,1,1,2500000
224,فيلا, الرياض , حي النرجس ,شرقية,5,2,4,15.0,360.0,1,1,1,0,1,1,0,0,1,1,3650000
225,فيلا, الرياض, الرياض ,شمالية,5,2,5+,14.0,420.0,1,1,1,1,0,1,0,0,1,0,3200000
226,فيلا, الرياض , حي الياسمين ,جنوبية,4,2,5+,20.0,375.0,0,1,1,1,0,1,0,0,1,1,4200000
227,فيلا, الرياض , حي النرجس ,شمالية,6,3,5+,15.0,390.0,0,1,1,0,1,1,0,0,1,0,3900000
228,فيلا, الرياض , حي النخيل ,شمالية,6,5,5+,5.0,525.0,1,1,1,0,0,1,1,1,1,0,5000000
229,فيلا, الرياض , حي التعاون ,شمالية غربية,3,7+,5+,20.0,480.0,1,1,1,1,0,1,0,0,1,1,5800000
230,فيلا, الرياض , حي التعاون ,غربية,5,2,5+,20.0,200.0,1,1,1,1,0,1,0,0,1,0,2350000
231,فيلا, الرياض , حي حطين ,غربية,5,4,5+,15.0,505.0,1,1,1,1,1,1,1,1,1,1,8300000
232,فيلا, الرياض , حي العارض ,جنوبية,5,5,5+,15.0,350.0,1,1,1,1,1,1,0,0,1,0,2600000
233,فيلا, الرياض , حي العارض ,جنوبية,5,3,5+,15.0,300.0,1,1,1,0,1,1,0,0,1,1,2500000
234,فيلا, الرياض , حي العارض ,جنوبية,7+,3,5+,20.0,675.0,1,1,1,1,1,1,1,0,1,1,5500000
235,فيلا, الرياض , حي المصيف ,شرقية,6,2,5+,20.0,820.0,1,1,1,1,1,1,1,0,1,0,5000000
236,فيلا, الرياض , حي الملقا ,شمالية,6,3,5+,20.0,450.0,1,1,1,1,0,0,0,0,1,1,4800000
237,فيلا, الرياض , حي النرجس ,جنوبية شرقية,7+,2,5+,15.0,300.0,1,1,1,1,0,1,0,0,1,1,3100000
238,فيلا, الرياض , حي النرجس ,شمالية غربية,4,2,5+,20.0,247.0,1,1,1,1,0,0,0,0,1,0,2400000
239,فيلا, الرياض , حي الصحافة ,شرقية,5,1,5+,15.0,600.0,0,1,1,1,1,1,0,0,1,0,4500000
240,فيلا, الدرعية, العيينة ,غربية,7+,2,5+,15.0,500.0,1,1,1,0,0,1,0,0,1,0,1500000
241,فيلا, الرياض , حي النرجس ,جنوبية غربية,6,3,5+,15.0,620.0,1,1,1,1,1,1,1,1,1,1,7000000
242,فيلا, الرياض, الرياض ,جنوبية,7+,2,5+,15.0,300.0,1,1,1,1,1,1,0,0,1,0,2800000
243,فيلا, الرياض , حي الصحافة ,شمالية,6,2,5+,15.0,375.0,1,1,1,1,1,0,0,0,1,1,4880000
244,فيلا, الدرعية, العيينة ,شمالية,3,3,3,لا يوجد,193.0,0,1,0,1,0,1,0,0,1,0,950000
245,فيلا, الرياض , حي الوادي ,غربية,5,3,5+,لا يوجد,375.0,1,1,1,1,0,0,0,0,1,0,2200000
246,فيلا, الرياض , حي النرجس ,شمالية,5,2,5+,15.0,312.0,1,1,1,0,1,0,0,0,1,0,2550000
247,فيلا, الرياض , حي النرجس ,شمالية,5,3,5+,17.0,240.0,1,1,1,0,0,1,0,0,1,1,2700000
248,فيلا, الرياض, حي النخيل ,جنوبية شرقية,7+,2,5+,30.0,1825.0,1,1,1,1,1,1,1,1,1,0,20000000
249,فيلا, امارة منطقة الرياض, الرياض ,شرقية,4,1,3,لا يوجد,180.0,0,1,0,0,0,0,0,0,1,0,1100000
250,فيلا, امارة منطقة الرياض, الرياض ,شمالية,3,1,4,40.0,236.0,1,1,0,0,0,0,0,0,0,0,1070000
251,فيلا, الرياض , حي المونسية ,غربية,4,4,4,لا يوجد,300.0,1,1,0,0,0,0,0,0,0,1,2250000
252,فيلا, الرياض , حي المونسية ,غربية,4,2,5+,لا يوجد,300.0,1,1,1,0,1,1,0,0,1,1,2200000
253,فيلا, الرياض , حي القدس ,شمالية,6,2,5+,لا يوجد,900.0,1,1,1,1,1,1,1,0,1,0,4800000
254,فيلا, الرياض , حي القدس ,شمالية,5,5,5+,لا يوجد,900.0,1,1,0,0,1,1,1,0,1,0,4700000
255,فيلا, الرياض , حي الخليج ,غربية,5,2,4,لا يوجد,324.0,1,1,1,1,1,1,0,0,1,0,2200000
256,فيلا, الرياض , حي الرمال ,شمالية,7+,1,5+,لا يوجد,281.0,0,0,0,0,0,0,0,0,0,0,1400000
257,فيلا, الرياض , حي النسيم الغربي ,شرقية,5,2,3,لا يوجد,312.0,0,1,0,0,0,1,0,0,1,0,1070000
258,فيلا, الرياض , حي الريان ,جنوبية,7+,2,5+,15.0,360.0,1,1,1,1,1,0,1,0,1,0,4400000
259,فيلا, الرياض , حي الروضة ,جنوبية,5,2,5+,لا يوجد,900.0,1,0,0,0,0,0,0,0,0,0,5200000
260,فيلا, الرياض , حي المونسية ,جنوبية,6,2,4,لا يوجد,319.0,1,1,1,1,1,1,0,0,1,1,3150000
261,فيلا, الرياض , حي الرمال ,جنوبية,7+,3,5+,لا يوجد,300.0,1,1,1,0,1,1,0,0,1,0,2000000
262,فيلا, الرياض , حي الرمال ,جنوبية,7+,3,5+,لا يوجد,319.0,1,1,1,0,1,1,0,0,1,0,2100000
263,فيلا, الرياض , حي الحمراء ,جنوبية,5,2,1,لا يوجد,750.0,1,1,1,1,1,1,0,0,1,0,4000000
264,فيلا, الرياض , حي النسيم الشرقي ,غربية,7+,2,5+,لا يوجد,480.0,0,1,1,0,1,1,0,0,1,0,1200000
265,فيلا, الرياض , حي الرمال ,شمالية,4,1,5+,لا يوجد,375.0,1,1,1,0,1,0,0,0,1,1,2450000
266,فيلا, الرياض , حي اشبيلية ,شمالية,6,2,4,لا يوجد,500.0,0,1,0,0,1,1,0,0,0,0,3000000
267,فيلا, الرياض , حي النهضة ,شمالية,7+,5,5+,لا يوجد,495.0,1,1,0,0,0,1,0,0,0,0,1700000
268,فيلا, الرياض , حي النهضة ,غربية,5,2,5+,لا يوجد,324.0,1,0,1,0,1,1,0,0,1,0,1900000
269,فيلا, الرياض , حي القادسية ,جنوبية,6,2,5+,لا يوجد,365.0,1,0,0,0,0,0,0,0,1,0,2300000
270,فيلا, الرياض , حي اشبيلية ,شرقية,5,1,5+,لا يوجد,388.0,1,1,1,1,0,1,0,0,1,0,2200000
271,فيلا, الرياض , حي النسيم الشرقي ,غربية,7+,3,5+,لا يوجد,480.0,0,1,0,0,0,0,0,0,0,0,1200000
272,فيلا, الرياض , حي قرطبة ,شمالية,5,2,5+,لا يوجد,225.0,1,1,1,0,1,1,0,0,1,0,2450000
273,فيلا, الرياض , حي الرمال ,شمالية شرقية,6,2,5+,لا يوجد,404.0,1,0,0,1,1,1,0,1,1,1,2500000
274,فيلا, الرياض , حي الحمراء ,جنوبية,7+,4,5+,لا يوجد,580.0,1,1,1,1,1,1,1,0,1,1,5400000
275,فيلا, الرياض , حي المونسية ,غربية,4,2,4,لا يوجد,300.0,1,1,0,0,1,1,0,0,1,1,2300000
276,فيلا, الرياض , حي المونسية ,جنوبية غربية,5,2,4,لا يوجد,480.0,1,1,1,0,1,1,1,0,1,1,5000000
277,فيلا, الرياض , حي النسيم الغربي ,جنوبية,5,2,5+,12.0,250.0,1,1,0,0,1,1,0,0,1,0,1250000
278,فيلا, الرياض , حي المونسية ,غربية,4,2,4,لا يوجد,300.0,1,1,1,0,1,1,0,0,1,1,2300000
279,فيلا, الرياض , حي اليرموك ,شرقية,3,2,2,لا يوجد,520.0,0,1,1,0,1,1,0,0,1,0,2400000
280,فيلا, الرياض , حي الملك فيصل ,شمالية شرقية,7+,1,1,لا يوجد,875.0,1,0,0,0,0,0,0,0,0,0,4500000
281,فيلا, الرياض , حي الصفا ,شمالية,5,3,5+,لا يوجد,735.0,1,1,1,1,1,1,0,0,1,0,2000000
282,فيلا, الرياض , حي النظيم ,جنوبية,4,4,3,لا يوجد,500.0,1,1,0,0,1,1,0,0,1,0,1550000
283,فيلا, الرياض , حي النظيم ,جنوبية,1,1,3,لا يوجد,500.0,0,1,0,0,0,0,0,0,0,0,1550000
284,فيلا, الرياض , حي الرمال ,غربية,7+,2,5+,20.0,266.0,1,1,1,0,0,1,0,0,1,0,1465000
285,فيلا, الرياض , حي النسيم الشرقي ,شمالية,7+,2,5+,لا يوجد,483.0,0,1,1,1,1,1,0,0,1,0,1700000
286,فيلا, الرياض , حي الحمراء ,شرقية,7+,2,5+,لا يوجد,618.0,1,1,1,1,1,1,1,0,1,1,4500000
287,فيلا, الرياض , حي النهضة ,جنوبية,4,1,2,لا يوجد,400.0,0,1,1,1,0,1,0,0,0,0,1300000
288,فيلا, الرياض , حي اليرموك ,جنوبية,6,1,3,لا يوجد,400.0,0,0,1,1,0,1,0,0,1,0,2000000
289,فيلا, الرياض , حي المونسية ,شمالية,6,4,4,لا يوجد,362.0,0,1,1,1,1,1,0,0,1,0,1990000
290,فيلا, حي قرطبة , شارع جبل مره ,جنوبية,7+,3,5+,لا يوجد,450.0,0,1,1,1,0,1,0,0,1,0,2600000
291,فيلا, الرياض , حي المونسية ,شمالية,5,2,5+,لا يوجد,400.0,1,1,1,1,0,1,0,0,1,0,2850000
292,فيلا, الرياض , حي اشبيلية ,شرقية,5,2,5+,لا يوجد,430.0,1,1,1,1,1,1,0,0,1,0,2100000
293,فيلا, الرياض , حي القدس ,شمالية,4,2,5+,لا يوجد,450.0,1,1,1,1,0,1,0,1,1,0,3000000
294,فيلا, الرياض , حي المونسية ,شرقية,5,3,4,لا يوجد,308.0,1,0,1,0,1,1,0,0,1,1,2650000
295,فيلا, الرياض , حي البيان ,جنوبية,1,2,5+,لا يوجد,359.0,1,1,0,0,1,1,0,0,1,0,1650000
296,فيلا, الرياض , حي الرمال ,غربية,6,1,5+,لا يوجد,280.0,1,0,1,0,0,0,0,0,0,0,1550000
297,فيلا, الرياض , حي الرمال ,شرقية,5,4,5+,لا يوجد,430.0,0,1,0,0,1,1,0,0,1,0,2500000
298,فيلا, الرياض , حي اليرموك ,شرقية,7+,1,5+,لا يوجد,288.0,1,1,1,0,1,1,0,0,1,0,1800000
299,فيلا, الرياض , حي السعادة ,جنوبية,6,2,5+,لا يوجد,200.0,1,1,0,0,0,1,0,0,1,1,1680000
300,فيلا, الرياض , حي المونسية ,شمالية,7+,4,5+,لا يوجد,312.0,1,1,1,0,1,1,0,0,1,1,2490000
301,فيلا, الرياض , حي الاندلس ,شرقية,5,2,5+,لا يوجد,437.0,1,1,1,1,0,1,0,0,1,0,3500000
302,فيلا, الرياض , حي اليرموك ,جنوبية شرقية,7+,3,5+,لا يوجد,336.0,1,1,1,1,1,1,0,0,1,0,2200000
303,فيلا, الرياض , حي اليرموك ,شمالية,5,2,5+,لا يوجد,312.0,1,1,1,1,1,1,0,0,1,1,2450000
304,فيلا, الرياض , حي اليرموك ,جنوبية,4,2,4,لا يوجد,250.0,1,0,0,0,1,1,0,0,1,0,2000000
305,فيلا, الرياض , حي القدس ,غربية,4,2,4,15.0,149.0,1,1,0,0,0,1,0,0,1,1,1750000
306,فيلا, الرياض , حي الرمال ,شمالية,7+,2,5+,لا يوجد,300.0,1,1,1,1,1,1,0,0,1,1,1850000
307,فيلا, الرياض , حي الاندلس ,جنوبية غربية,4,2,5+,لا يوجد,280.0,1,1,1,0,1,1,0,0,1,1,2100000
308,فيلا, الرياض , حي اليرموك ,جنوبية,5,2,5+,لا يوجد,250.0,1,1,1,0,1,1,0,0,1,0,2000000
309,فيلا, امارة منطقة الرياض, الرياض ,جنوبية,6,3,5+,لا يوجد,250.0,1,1,0,0,1,1,0,0,1,0,1470000
310,فيلا, الرياض , حي اليرموك ,جنوبية,4,1,4,لا يوجد,250.0,1,1,1,0,1,1,0,0,1,0,1750000
311,فيلا, الرياض , حي النسيم الغربي ,شرقية,7+,3,4,لا يوجد,300.0,1,1,1,0,1,1,0,0,1,0,1400000
312,فيلا, الرياض , ,جنوبية,5,2,5+,لا يوجد,250.0,0,1,1,0,1,1,0,0,1,0,1470000
313,فيلا, امارة منطقة الرياض, الرياض ,جنوبية,5,3,5+,لا يوجد,250.0,1,1,0,0,1,1,0,0,1,0,1470000
314,فيلا, امارة منطقة الرياض, الرياض ,شرقية,5,2,5+,لا يوجد,250.0,1,1,1,0,0,1,0,0,1,0,2050000
315,فيلا, الرياض , حي النسيم الغربي ,شمالية,5,3,5+,لا يوجد,437.0,1,1,0,0,0,1,0,0,1,1,1750000
316,فيلا, الرياض , حي السعادة ,شرقية,7+,5,5+,21.0,325.0,1,1,1,0,1,1,0,0,1,0,1700000
317,فيلا, الرياض , حي النسيم الغربي ,غربية,7+,5,5+,12.0,458.0,0,1,0,0,1,1,0,0,0,0,1100000
318,فيلا, الرياض , حي البيان ,شمالية شرقية,7+,2,5+,لا يوجد,360.0,1,1,0,0,1,0,0,0,0,0,1900000
319,فيلا, الرياض , حي المونسية ,شرقية,5,2,5+,لا يوجد,250.0,1,1,1,0,1,1,0,0,1,1,1850000
320,فيلا, الرياض , حي الجنادرية ,شمالية,4,1,4,لا يوجد,375.0,0,1,0,0,0,1,0,0,1,0,1200000
321,فيلا, الرياض , حي الروضة ,شرقية,1,1,5+,لا يوجد,335.0,0,1,1,1,0,0,0,0,0,0,2000000
322,فيلا, الرياض , حي المونسية ,غربية,5,2,5+,لا يوجد,250.0,1,0,1,0,0,1,0,0,0,0,1850000
323,فيلا, الرياض , حي القادسية ,شمالية,4,2,5+,لا يوجد,270.0,1,1,1,0,1,1,0,0,1,1,1550000
324,فيلا, الرياض , حي قرطبة ,غربية,7+,4,5+,لا يوجد,2500.0,1,1,1,1,1,1,0,0,1,0,16700000
325,فيلا, الرياض , حي اشبيلية ,شرقية,7+,2,5+,لا يوجد,900.0,1,0,0,0,0,0,0,0,0,0,3000000
326,فيلا, الرياض , حي القادسية ,جنوبية شرقية,1,1,5+,لا يوجد,337.0,1,1,1,0,0,0,0,0,1,1,1950000
327,فيلا, الرياض , حي المونسية ,غربية,5,2,4,لا يوجد,250.0,1,0,1,0,0,0,0,0,0,0,2100000
328,فيلا, الرياض , حي الحمراء ,غربية,7+,3,5+,لا يوجد,1180.0,1,1,1,1,1,1,0,1,0,1,6500000
329,فيلا, الرياض , حي الخليج ,جنوبية غربية,7+,1,5+,لا يوجد,246.0,1,1,1,0,1,1,0,0,1,1,2300000
330,فيلا, الرياض , حي الصفا ,غربية,7+,4,5+,لا يوجد,750.0,0,1,0,0,0,1,0,0,0,0,2700000
331,فيلا, الرياض , حي الرمال ,شمالية,4,2,4,لا يوجد,281.0,1,0,1,0,1,1,0,0,1,0,1400000
332,فيلا, الرياض , حي قرطبة ,جنوبية,3,1,5+,لا يوجد,220.0,1,1,1,1,0,1,0,0,1,0,2200000
333,فيلا, الرياض , حي الاندلس ,شمالية,5,1,5+,لا يوجد,240.0,1,1,1,0,0,0,0,0,1,1,2000000
334,فيلا, الرياض , حي السعادة ,غربية,5,1,3,5.0,300.0,0,1,0,0,0,1,0,0,1,0,1600000
335,فيلا, الرياض , حي النسيم الغربي ,شمالية,4,2,4,لا يوجد,312.0,1,1,0,0,1,1,0,0,1,1,1500000
336,فيلا, امارة منطقة الرياض, الرياض ,شرقية,4,2,4,لا يوجد,390.0,1,1,1,0,1,1,0,0,1,0,1900000
337,فيلا, الرياض , حي النظيم ,شرقية,3,1,3,لا يوجد,375.0,0,1,1,0,1,0,0,0,0,0,1070000
338,فيلا, الرياض , حي المونسية ,جنوبية,6,4,5+,لا يوجد,262.0,1,1,1,1,0,1,0,0,1,0,2000000
339,فيلا, الرياض , حي اشبيلية ,غربية,5,3,5+,لا يوجد,300.0,0,0,0,0,1,1,0,0,1,1,1300000
340,فيلا, الرياض , حي الجنادرية ,شمالية,4,2,4,لا يوجد,360.0,1,1,1,1,0,0,0,0,1,0,1500000
341,فيلا, الرياض , حي الروضة ,شرقية,5,2,5+,5.0,335.0,1,1,1,1,1,0,0,0,1,0,2000000
342,فيلا, الرياض , حي الازدهار ,غربية,4,4,5+,لا يوجد,200.0,1,0,1,0,0,1,0,0,1,1,2400000
343,فيلا, الرياض , حي النهضة ,غربية,5,1,4,لا يوجد,417.0,0,1,0,1,1,1,0,0,1,0,2500000
344,فيلا, الرياض , حي النسيم الغربي ,غربية,5,2,5+,لا يوجد,625.0,0,1,1,1,1,1,0,0,1,0,1200000
345,فيلا, امارة منطقة الرياض, الرياض ,جنوبية,5,3,5+,لا يوجد,630.0,1,1,1,1,1,1,1,0,1,0,4300000
346,فيلا, امارة منطقة الرياض, الرياض ,غربية,6,2,5+,لا يوجد,305.0,1,0,1,0,1,0,0,0,1,1,1650000
347,فيلا, الرياض , حي اليرموك ,شمالية,4,2,4,لا يوجد,250.0,1,1,1,0,1,1,0,0,1,1,1900000
348,فيلا, الرياض , حي الخليج ,جنوبية,6,4,3,لا يوجد,350.0,0,0,0,0,0,0,0,0,0,0,1880000
349,فيلا, الرياض , حي الحمراء ,غربية,7+,2,5+,لا يوجد,2500.0,1,1,1,1,1,1,0,0,1,0,16700000
350,فيلا, الرياض , حي غرناطة ,شمالية غربية,5,2,5+,لا يوجد,840.0,0,1,0,0,0,0,0,0,1,0,4000000
351,فيلا, الرياض , حي الحمراء ,جنوبية,5,2,5+,لا يوجد,618.0,1,1,1,1,1,1,0,0,1,1,6000000
352,فيلا, الرياض , حي المونسية ,شمالية,4,2,5+,20.0,200.0,1,1,1,0,1,1,0,0,1,0,1200000
353,فيلا, الرياض , حي القدس ,شمالية,5,3,5+,15.0,900.0,0,1,1,1,1,1,1,0,1,0,5000000
354,فيلا, الرياض, الرياض ,غربية,7+,3,4,15.0,375.0,1,1,0,0,1,1,0,0,1,0,1500000
355,فيلا, الرياض , حي الخليج ,شرقية,5,2,5+,20.0,325.0,1,1,0,0,1,0,0,0,1,0,2000000
356,فيلا, الرياض , حي الاندلس ,شمالية,6,4,5+,12.0,750.0,1,1,1,1,1,1,0,0,1,0,3300000
357,فيلا, الرياض , حي الاندلس ,شمالية,6,1,3,15.0,400.0,0,1,0,1,1,1,0,0,1,0,2650000
358,فيلا, الرياض , حي الروضة ,غربية,6,1,5+,20.0,637.0,0,1,1,1,1,1,0,0,1,0,2550000
359,فيلا, الرياض , حي النهضة ,شمالية,4,2,5+,15.0,375.0,1,1,1,0,1,1,0,0,1,1,2650000
360,فيلا, امارة منطقة الرياض, الرياض ,شرقية,3,1,5+,10.0,484.0,0,1,0,0,0,0,0,0,0,0,1670000
361,فيلا, الرياض , حي اشبيلية ,شرقية,5,3,5+,20.0,432.0,0,1,1,1,0,1,0,0,1,0,2300000
362,فيلا, امارة منطقة الرياض, حي القادسية ,شرقية,5,1,4,15.0,375.0,0,1,0,0,1,1,0,0,1,0,2400000
363,فيلا, الرياض , حي النسيم الغربي ,غربية,7+,2,2,10.0,500.0,0,1,0,0,0,0,0,0,1,0,1250000
364,فيلا, الرياض , حي المعيزلة ,غربية,4,2,4,20.0,600.0,1,1,1,0,1,1,0,0,1,0,3000000
365,فيلا, الرياض , حي الحمراء ,غربية,7+,2,5+,25.0,618.0,1,1,0,1,1,1,0,0,1,1,6000000
366,فيلا, الرياض , حي الرمال ,شرقية,6,1,5+,20.0,495.0,1,1,0,0,1,1,0,0,1,0,2500000
367,فيلا, الرياض , حي الحمراء ,شرقية,7+,3,5+,25.0,1237.0,1,1,1,0,1,1,0,0,1,0,6500000
368,فيلا, الرياض , حي الرمال ,شمالية,4,2,4,15.0,337.0,1,1,1,1,1,1,0,0,1,0,2100000
369,فيلا, الرياض , حي القدس ,غربية,7+,3,5+,15.0,900.0,1,1,0,1,1,0,0,0,1,0,4500000
370,فيلا, امارة منطقة الرياض, الرياض ,شرقية,7+,4,5+,15.0,288.0,1,1,1,0,1,1,0,0,1,1,1770000
371,فيلا, الرياض , حي الرمال ,جنوبية,4,2,5+,15.0,312.0,1,1,0,0,1,1,0,0,0,0,2000000
372,فيلا, الرياض , حي الرمال ,غربية,7+,3,5+,18.0,300.0,1,1,1,0,0,1,0,0,1,0,1500000
373,فيلا, الرياض , حي الرمال ,شمالية,7+,2,5+,20.0,315.0,1,1,1,0,0,1,0,0,1,1,1600000
374,فيلا, الرياض , حي الرمال ,غربية,7+,3,5+,18.0,300.0,1,1,1,0,1,1,0,0,1,0,1600000
375,فيلا, الرياض , حي قرطبة ,شرقية,7+,2,5+,20.0,375.0,1,1,1,0,0,0,0,0,0,0,4000000
376,فيلا, الرياض , حي الرمال ,شرقية,4,2,5+,15.0,375.0,1,1,0,0,1,1,0,0,1,0,2450000
377,فيلا, الرياض , حي المونسية ,غربية,4,2,4,20.0,250.0,1,1,1,0,1,1,0,0,1,0,1750000
378,فيلا, الرياض , حي الرمال ,شمالية شرقية,7+,2,3,15.0,288.0,1,1,0,0,0,1,0,0,1,1,1770000
379,فيلا, الرياض , حي الفيحاء ,غربية,7+,1,5+,15.0,750.0,1,1,1,0,1,1,0,0,1,0,2100000
380,فيلا, الرياض , حي السعادة ,غربية,5,2,5+,15.0,312.0,1,1,0,0,1,1,0,0,1,1,1550000
381,فيلا, الرياض , حي الفيحاء ,شرقية,7+,2,5+,15.0,250.0,1,1,1,0,1,1,0,0,1,0,1150000
382,فيلا, الرياض , حي مطار الملك خالد الدولي ,شرقية,3,1,3,21.0,330.0,1,1,0,0,0,0,0,0,0,0,1650000
383,فيلا, الرياض , حي النهضة ,غربية,7+,4,5+,20.0,375.0,1,1,1,1,1,1,0,0,1,1,2200000
384,فيلا, الرياض , حي الملز ,شمالية شرقية,7+,5,5+,10.0,750.0,0,1,0,1,0,0,0,0,0,0,2100000
385,فيلا, امارة منطقة الرياض, الرياض ,غربية,6,3,4,15.0,300.0,1,1,1,1,0,1,0,0,1,0,1150000
386,فيلا, الرياض , ,شمالية,5,2,4,18.0,300.0,0,1,0,0,0,1,0,0,1,0,900000
387,فيلا, الرياض , حي القدس ,شمالية,6,2,5+,15.0,270.0,1,0,0,0,0,1,0,0,1,0,2800000
388,فيلا, الرياض , حي الرمال ,شمالية,7+,2,5+,20.0,281.0,1,1,1,1,1,1,0,0,1,0,1400000
389,فيلا, الرياض , حي اليرموك ,جنوبية,4,2,5+,15.0,200.0,0,1,0,0,0,0,0,0,0,0,1800000
390,فيلا, الرياض , حي اليرموك ,جنوبية,5,2,5+,20.0,250.0,1,1,1,0,0,1,0,0,1,0,2200000
391,فيلا, الرياض , حي المعيزلة ,شمالية,5,2,5+,15.0,595.0,1,1,1,1,1,1,0,0,1,0,2500000
392,فيلا, الرياض , حي المونسية ,جنوبية,4,2,5+,20.0,312.0,1,1,1,0,1,0,0,0,1,1,2200000
393,فيلا, الرياض , حي قرطبة ,شمالية,5,1,5+,30.0,1080.0,0,1,1,1,1,1,1,0,1,1,9500000
394,فيلا, الرياض , حي السعادة ,شمالية غربية,4,2,5+,15.0,250.0,1,1,1,0,1,0,0,0,1,0,1600000
395,فيلا, الرياض , حي المونسية ,شرقية,5,3,5+,20.0,250.0,1,1,1,0,1,1,0,0,1,0,1750000
396,فيلا, الرياض , حي النهضة ,جنوبية,4,3,4,20.0,375.0,1,1,1,0,0,0,0,0,1,1,2150000
397,فيلا, الرياض , حي الرمال ,جنوبية,5,3,5+,5.0,360.0,1,1,1,0,1,1,0,0,1,1,2350000
398,فيلا, الرياض , حي السلام ,غربية,7+,1,5+,15.0,500.0,0,1,1,1,1,1,0,0,1,0,1800000
399,فيلا, الرياض , حي القادسية ,شمالية شرقية,7+,5,5+,15.0,850.0,1,1,1,1,1,1,1,0,1,1,6500000
400,فيلا, الرياض , حي المونسية ,شرقية,7+,3,5+,20.0,308.0,1,1,1,0,1,1,0,0,1,1,2600000
401,فيلا, الرياض , حي الحمراء ,جنوبية,7+,2,5+,20.0,750.0,1,1,1,1,1,1,0,0,1,0,4500000
402,فيلا, الرياض , حي المونسية ,جنوبية,5,2,5+,15.0,250.0,1,1,1,0,1,1,0,0,1,0,1800000
403,فيلا, الرياض, الرياض ,جنوبية,6,2,5+,18.0,520.0,1,1,1,0,1,1,0,0,1,1,2400000
404,فيلا, الرياض , حي الحمراء ,غربية,6,4,5+,18.0,1237.0,0,1,1,1,1,1,1,0,1,1,8900000
405,فيلا, الرياض , حي اشبيلية ,جنوبية شرقية,6,3,5+,15.0,585.0,1,1,1,1,0,1,0,0,1,0,2800000
406,فيلا, الرياض , حي الروضة ,جنوبية غربية,7+,2,5+,12.0,315.0,0,1,0,0,0,1,0,0,1,0,1800000
407,فيلا, الرياض , حي السعادة ,جنوبية غربية,5,1,3,15.0,361.0,0,1,0,0,1,1,0,0,1,0,1760000
408,فيلا, الرياض , حي الملز ,غربية,7+,5,5+,15.0,625.0,0,1,1,1,1,1,0,0,1,0,4000000
409,فيلا, الرياض , حي الرمال ,غربية,5,2,5+,15.0,250.0,1,1,1,0,1,0,0,0,1,0,1300000
410,فيلا, امارة منطقة الرياض, حي الرمال ,جنوبية,5,2,5+,18.0,300.0,0,1,1,0,0,1,0,0,0,0,1650000
411,فيلا, امارة منطقة الرياض, الرياض ,غربية,5,1,5+,18.0,250.0,1,1,1,0,0,0,0,0,0,0,1450000
