,yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR
20423,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,24,60289853.37,2723.195638
20457,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,16,87160447.75,3712.09048
20458,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,18,330002787.75,4044.018572
20463,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,8,2915835769.39,9597.974516
20464,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,9,38185400.0,3709.149368
20465,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,20,259910424.0,3570.106739
20466,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,قرطبة,قطعة أرض-تجارى,26,204259862.0,3234.351597
20502,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الريان,قطعة أرض-تجارى,8,59291760.0,5905.43558
20503,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الريان,قطعة أرض-تجارى,7,103296129.97,4633.709549
20504,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الريان,قطعة أرض-تجارى,7,138622429.0,3490.912196
20510,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,المحمدية,قطعة أرض-تجارى,7,110921500.0,9285.067873
20516,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,23,126305357.0,2683.087089
20517,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,12,35038709.0,2254.023806
20522,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,المرسلات,قطعة أرض-تجارى,6,34050630.0,4850.0
20527,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,السليمانية,قطعة أرض-تجارى,6,42482396.0,4931.947637
20528,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,السليمانية,قطعة أرض-تجارى,10,208129900.85,7129.046244
20532,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,8,29350000.0,2215.187462
20533,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,25,86456592.23,2970.941957
20534,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,12,60359955.0,2035.228961
20535,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,18,153575152.02,2102.169987
20549,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,14,50172000.0,2251.101849
20556,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,السليمانية,قطعة أرض-تجارى,12,103092500.0,7239.911806
20558,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,المرسلات,قطعة أرض-تجارى,6,28400000.0,3408.295234
20648,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,10,33212262.0,790.524582
20649,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,13,23161878.0,1088.594971
20655,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,المصيف,قطعة أرض-تجارى,10,149481738.13,6068.845858
20663,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,12,13653178.0,1008.970552
20665,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الروضة,قطعة أرض-تجارى,12,63748378.77,3607.875371
20673,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,المنار,قطعة أرض-تجارى,9,16473000.0,2967.178525
20684,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,11,44731932.99,1896.938937
20685,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,24,53640858.0,1247.479875
20686,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,19,48762407.81,1430.377352
20746,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,29,328002920.8,4615.957353
20747,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,23,616402358.36,4876.05978
20748,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,18,234555250.17,4403.573496
20749,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,12,85516613.0,3480.009669
20750,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,14,651784649.5,9867.031824
20763,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الحزم,قطعة أرض-تجارى,13,15573800.0,1527.377684
20764,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الحزم,قطعة أرض-تجارى,16,16939395.5,1326.268887
20769,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,مغرزات,قطعة أرض-تجارى,7,27926570.0,5017.271157
20929,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,السلام,قطعة أرض-تجارى,6,13785000.0,3136.982716
20932,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,السلام,قطعة أرض-تجارى,9,53051521.5,2697.318193
20934,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,المروة,قطعة أرض-تجارى,7,7409400.0,1119.165942
20937,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,المروة,قطعة أرض-تجارى,8,26849500.0,1237.913291
20940,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الفيصلية,قطعة أرض-تجارى,6,20594759.62,477.538496
20987,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,السلام,قطعة أرض-تجارى,9,16574288.0,2377.213333
20988,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,,قطعة أرض-تجارى,8,62182061.0,394.163424
21254,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-تجارى,19,50534125.0,3111.937968
21255,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,النسيم الشرقي,قطعة أرض-تجارى,7,14583125.0,2202.706185
21256,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,النسيم الشرقي,قطعة أرض-تجارى,13,25337255.0,2075.042174
21263,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,6,5529540.0,1358.306725
21264,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,44,100543297.84,1497.152006
21265,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,43,60025700.0,1364.007711
21266,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,130,164931377.0,1201.659524
21267,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,جرير,قطعة أرض-تجارى,8,16452100.0,3718.226324
21301,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,44,23706044.94,375.019025
21302,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,47,18492299.25,257.658533
21410,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,النفل,قطعة أرض-تجارى,9,68646815.0,8297.387818
21412,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,مطار الملك خالد الدولي,قطعة أرض-تجارى,15,33025980.8,3694.545694
21416,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,18,109034900.0,4522.554817
21417,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,40,439375957.93,3794.568491
21427,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,النفل,قطعة أرض-تجارى,6,18351600.0,3238.213399
21458,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,المعذر,قطعة أرض-تجارى,6,82214860.0,2411.663318
21509,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-تجارى,8,23742000.0,3239.947264
21512,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-تجارى,7,7484498.67,1809.941131
21513,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,25,72401895.8,1251.797751
21514,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,26,60189521.0,1253.436099
21515,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,11,42296447.0,1088.14218
21516,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,14,43661322.26,833.01364
21643,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,11,2482833.0,339.390582
21644,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,47,11754000.0,305.741176
21645,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,42,7416750.0,217.957783
21646,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,26,3962000.0,181.030995
21657,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,60,25657500.0,551.518764
21658,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,67,15864749.5,293.709823
21659,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,54,13924700.0,352.342387
21660,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,38,7969501.0,287.972479
21751,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,15,29391538.0,1878.217709
21753,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,6,40685200.0,5844.063732
21754,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,13,177727396.98,5086.615127
21800,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,19,27001750.0,1530.614929
21801,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,18,32682000.0,2130.417733
21802,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,21,29605050.41,1702.248925
21803,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,30,31510000.0,1214.746113
21814,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,10,31581968.35,3190.490576
21836,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,10,85485000.0,8970.077968
21837,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,8,40229295.55,6217.777777
21838,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,17,104120398.59,5854.075101
21839,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,14,43162250.0,4482.780082
22523,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الملز,قطعة أرض-تجارى,8,39214750.0,3211.931696
22524,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الملز,قطعة أرض-تجارى,7,58077355.0,1975.701151
22525,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الملز,قطعة أرض-تجارى,6,15044232.0,1339.936212
22526,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الملز,قطعة أرض-تجارى,7,53840820.0,5075.815439
22528,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الملز,قطعة أرض-تجارى,8,42187011.0,3552.857128
22529,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الملز,قطعة أرض-تجارى,10,32155139.0,4140.410381
22912,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,23,106389792.85,3425.820526
22943,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,33,76069408.0,2381.319443
22944,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,13,40257255.96,2352.748208
22945,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,16,41919859.0,2335.866302
22946,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,12,38091180.0,1954.038881
22977,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الزهرة,قطعة أرض-تجارى,10,23805000.0,1740.0
22998,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,المنار,قطعة أرض-تجارى,9,25549884.0,3848.809523
23000,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المنار,قطعة أرض-تجارى,9,54187500.0,3243.670886
23127,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,مغرزات,قطعة أرض-تجارى,7,38437947.5,3198.594734
23278,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,التعاون,قطعة أرض-تجارى,10,183131697.0,4938.037222
23409,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,النهضة,قطعة أرض-تجارى,16,109405180.0,2980.181099
23410,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,النهضة,قطعة أرض-تجارى,8,16262205.0,2588.245283
23411,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,النهضة,قطعة أرض-تجارى,20,208342900.69,1698.762959
23412,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,النهضة,قطعة أرض-تجارى,6,22185335.0,2066.649444
23413,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,النهضة,قطعة أرض-تجارى,10,17237000.0,1249.584026
23597,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,,قطعة أرض-تجارى,6,19062255.0,1681.69588
23616,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,91,3002519044.46,1335.061465
23617,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,55,60282893.5,890.209672
23618,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,85,110353398.91,726.038966
23619,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,45,369549531.61,3102.68706
23620,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,46,163880680.39,1836.86809
23667,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,54,150418991.6,1302.516185
23764,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,11,58681600.0,1400.036545
23765,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,23,64834812.0,1028.84065
23787,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,المونسية,قطعة أرض-تجارى,13,221625735.0,4483.592891
23804,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,35,101248612.0,1312.680513
23834,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-تجارى,7,11298000.0,2488.284433
23835,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-تجارى,8,15555785.71,1717.123387
23836,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-تجارى,10,26000586.99,2496.322493
25168,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,7,19692150.89,4336.644445
25169,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,18,122353500.0,4663.265855
25170,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,24,111527800.0,3385.135699
25171,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,اليرموك,قطعة أرض-تجارى,54,159129107.14,2572.321686
25247,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,مغرزات,قطعة أرض-تجارى,8,65728400.11,5001.750419
25248,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,مغرزات,قطعة أرض-تجارى,7,122220323.75,4748.992019
25269,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,18,122230951.25,4572.585846
25270,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,11,223028986.0,7993.592412
25271,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,10,226102029.99,8830.195918
25272,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الياسمين,قطعة أرض-تجارى,30,850973936.95,5600.937417
25394,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,السلي,قطعة أرض-تجارى,31,112614434.0,1341.215744
25395,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,السلي,قطعة أرض-تجارى,25,117655339.12,1632.279689
25396,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,السلي,قطعة أرض-تجارى,8,28989000.0,1516.346749
25423,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الرحمانية,قطعة أرض-تجارى,7,6510000.0,2409.036048
25434,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,السلي,قطعة أرض-تجارى,6,25319000.0,815.594202
25449,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,التعاون,قطعة أرض-تجارى,14,97770155.62,3580.31447
25450,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,التعاون,قطعة أرض-تجارى,13,154169130.29,13249.803134
25451,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,القيروان,قطعة أرض-تجارى,12,112042500.0,8630.149804
25658,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,46,100581189.0,1335.0405
25670,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,,قطعة أرض-تجارى,6,32266002.0,6269.230769
25689,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,78,48786665.0,456.363881
25690,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,36,221359604.0,4476.342674
25739,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,47,288896238.0,3368.787852
25740,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,العارض,قطعة أرض-تجارى,54,470458411.2,2000.115004
25750,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,النسيم الشرقي,قطعة أرض-تجارى,10,14318000.0,2194.368131
26696,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,المروج,قطعة أرض-تجارى,7,94177469.0,5152.698589
27535,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,,قطعة أرض-تجارى,9,59805512.0,3628.751543
28109,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,15,44275500.0,1174.60763
28110,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,11,18646195.55,969.869066
28111,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,31,93020526.06,1098.117765
28112,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,34,132301855.04,1326.092654
28113,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,57,95480115.0,2405.669664
28198,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الملز,قطعة أرض-تجارى,7,54533400.0,4260.395136
28199,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الملز,قطعة أرض-تجارى,9,22466291.4,2714.180393
28202,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الملز,قطعة أرض-تجارى,9,108623844.0,5833.698511
28914,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,النسيم الشرقي,قطعة أرض-تجارى,8,21526000.0,2803.333333
28915,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,النسيم الشرقي,قطعة أرض-تجارى,22,53087235.0,1742.436482
29418,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,المعيزيلة,قطعة أرض-تجارى,11,40946870.0,2120.288692
29419,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الملك عبدالله,قطعة أرض-تجارى,6,15550606.0,2924.550524
29420,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الملك عبدالله,قطعة أرض-تجارى,6,10118480.0,2758.986043
30265,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,28,22778100.0,664.28946
30266,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,46,482593350.0,1267.520772
30267,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,100,52470820.28,435.519388
30268,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,49,69093264.0,1509.982903
30269,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,92,26679781.75,231.67209
30270,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,75,98318590.0,1013.218949
30271,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,21,13194500.0,460.257042
30272,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,104,1675204887.11,765.910953
30294,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,65,69989853.0,827.31789
30295,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,60,42522379.3,660.790848
30296,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,65,48834030.0,459.602726
30297,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,نمار,قطعة أرض-تجارى,113,62664334.0,329.344608
30368,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,28,7633986.22,367.01275
30369,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,26,53279166.0,1695.422177
30370,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,10,4274432.0,273.259709
30371,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,120,161438167.0,1294.271286
30372,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,97,77475326.35,648.607911
30412,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,105,73917984.82,512.976807
30801,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,السليمانية,قطعة أرض-تجارى,8,221006155.0,8962.609816
31829,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الروضة,قطعة أرض-تجارى,8,27700000.0,3991.344073
31830,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الروضة,قطعة أرض-تجارى,8,27291000.0,3254.239621
31831,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الروضة,قطعة أرض-تجارى,7,15092088.0,2385.348767
31832,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الروضة,قطعة أرض-تجارى,6,14850000.0,3134.65066
31833,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,24,34963638.19,1818.557545
31834,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,44,150239448.33,1214.96823
32274,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,السويدي الغربي,قطعة أرض-تجارى,9,42096888.65,2597.985153
32277,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,المدينة الصناعية الجديدة,قطعة أرض-تجارى,11,51274025.0,467.466402
32298,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,14,43322882.0,1700.123774
32299,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,18,70583810.0,1298.819605
32300,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الفاروق,قطعة أرض-تجارى,7,26549854.0,2600.0
32305,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,المنار,قطعة أرض-تجارى,8,18495728.0,3560.891089
32306,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,المنار,قطعة أرض-تجارى,7,30825000.0,3680.851063
32447,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,15,138577081.11,6640.903304
32448,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,11,47333250.0,2691.625615
32449,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,10,67085544.4,7269.179915
32450,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,16,287706000.0,4187.205686
32451,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,9,29660937.5,3403.376663
