,yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR
10645,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,البيان,قطعة أرض-تجارى,7,19268679.0,1304.671367
10646,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,البيان,قطعة أرض-تجارى,14,28675496.0,960.464315
10675,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الربوة,قطعة أرض-تجارى,7,50880761.0,3942.224148
10784,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,إشبيلية,قطعة أرض-تجارى,9,94799503.56,3444.521738
10842,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الحائر,قطعة أرض-تجارى,17,2311145.24,28.501162
10844,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الحائر,قطعة أرض-تجارى,31,22032839.96,38.139685
10845,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الحائر,قطعة أرض-تجارى,11,4836076.0,274.765647
10922,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,36,24835236.0,1800.646551
10923,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,16,13172662.29,1655.505617
10924,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,16,12571653.33,1409.00104
10925,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,26,21165668.91,1237.359735
10929,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الفيحاء,قطعة أرض-تجارى,7,26263078.64,3737.00239
10990,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,159,843350389.9,1942.026636
11027,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,16,375334214.0,800.594686
11028,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,18,62665872.22,779.565025
11029,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,21,50335951.0,1443.261887
11057,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,27,129591613.25,1282.519157
11058,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,49,297490901.01,2104.944582
11120,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,المناخ,قطعة أرض-تجارى,6,65642656.0,1104.041111
11122,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,المناخ,قطعة أرض-تجارى,6,35822812.0,1485.638434
11123,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,المناخ,قطعة أرض-تجارى,7,8605000.0,904.368358
11142,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,,قطعة أرض-تجارى,30,293229243.61,2261.808648
11148,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,المروج,قطعة أرض-تجارى,6,101572190.0,4595.875355
11149,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,المروج,قطعة أرض-تجارى,6,18850000.0,4307.692307
11179,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الريان,قطعة أرض-تجارى,6,27850165.0,2602.971082
11241,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,القدس,قطعة أرض-تجارى,7,23428339.72,2941.17647
11242,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,القدس,قطعة أرض-تجارى,7,31913750.0,5462.544589
11243,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,القدس,قطعة أرض-تجارى,11,86545464.01,7780.456314
11244,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,القدس,قطعة أرض-تجارى,7,24531500.0,3097.278911
11247,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,القدس,قطعة أرض-تجارى,6,12731250.0,3315.151515
11248,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,القدس,قطعة أرض-تجارى,8,25115646.0,2885.130042
11357,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,السلي,قطعة أرض-تجارى,25,269056023.63,1675.778494
11358,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,السلي,قطعة أرض-تجارى,33,390964841.62,1997.873568
11363,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,السلي,قطعة أرض-تجارى,7,263643529.0,1342.865028
11528,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الحزم,قطعة أرض-تجارى,7,51936260.1,1651.745493
11529,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الحزم,قطعة أرض-تجارى,8,12794196.0,906.401737
11569,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الحزم,قطعة أرض-تجارى,19,25093128.6,1851.751142
11570,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الحزم,قطعة أرض-تجارى,14,28624950.96,1443.139442
11589,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,13,36720000.0,269.119949
11595,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,بنبان,قطعة أرض-تجارى,8,18048707.0,606.227232
11598,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,بنبان,قطعة أرض-تجارى,12,38649326.0,903.893269
11620,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,ديراب,قطعة أرض-تجارى,6,5235000.0,1411.764705
11626,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,ديراب,قطعة أرض-تجارى,7,8412500.0,970.588235
11629,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,بنبان,قطعة أرض-تجارى,8,23536494.59,1054.281211
11630,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,بنبان,قطعة أرض-تجارى,8,14909998.0,653.244917
11644,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,13,39019000.0,2112.737601
11645,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,طويق,قطعة أرض-تجارى,28,111838265.4,1934.691629
11868,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,النهضة,قطعة أرض-تجارى,6,25823350.0,3089.80733
11869,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,النهضة,قطعة أرض-تجارى,24,67182600.0,2674.337899
11870,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,27,42565784.0,1328.667284
11871,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,لبن,قطعة أرض-تجارى,22,25665000.0,1059.57393
11873,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الندى,قطعة أرض-تجارى,8,157953298.0,3801.248008
11876,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الندى,قطعة أرض-تجارى,6,24412500.0,6482.049708
11920,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,النهضة,قطعة أرض-تجارى,11,38699500.0,3101.539676
11945,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الندى,قطعة أرض-تجارى,6,93534000.0,4935.807182
11952,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الندى,قطعة أرض-تجارى,6,131656595.0,3953.144993
11958,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الندى,قطعة أرض-تجارى,7,157359933.0,4867.444761
11960,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,النهضة,قطعة أرض-تجارى,18,42505408.95,1927.90706
11962,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,النهضة,قطعة أرض-تجارى,12,11951555.0,1499.581095
12056,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,10,12887500.0,1220.647773
12057,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,10,24679732.0,1186.644168
12058,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,18,32737860.0,711.929737
12059,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-تجارى,22,57519911.0,1244.349042
12193,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,المربع,قطعة أرض-تجارى,11,49313500.0,917.941563
12288,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,المربع,قطعة أرض-تجارى,9,93459508.04,3941.138049
12299,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,,قطعة أرض-تجارى,6,9080000.0,2090.961427
12300,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,,قطعة أرض-تجارى,8,28627100.0,2068.438864
12301,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,,قطعة أرض-تجارى,6,10040432.0,1600.0
12315,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الخليج,قطعة أرض-تجارى,11,30210771.95,2287.883894
12316,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الخليج,قطعة أرض-تجارى,8,20321000.0,2821.213315
12317,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الخليج,قطعة أرض-تجارى,8,26600000.0,2189.92248
12327,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,30,45695000.0,1664.708839
12332,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,12,4255000.0,354.60673
12333,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الخير,قطعة أرض-تجارى,38,80375100.5,1393.647377
12342,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,,قطعة أرض-تجارى,9,13753207.02,1159.49081
12343,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,,قطعة أرض-تجارى,9,17387834.0,1895.958964
12435,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الحمراء,قطعة أرض-تجارى,6,9221333.0,2677.192982
12447,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,18,57784226.94,998.541597
12448,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,10,51493400.0,1599.131201
12449,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,27,188592252.66,2656.213794
12450,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,8,134452975.0,1342.873913
12453,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,27,13095000.0,811.300606
12458,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الحمراء,قطعة أرض-تجارى,9,297549377.5,4791.911853
12459,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الحمراء,قطعة أرض-تجارى,9,164333765.11,5190.978579
12465,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الحمراء,قطعة أرض-تجارى,6,21850000.0,2492.957746
12575,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الخالدية,قطعة أرض-تجارى,7,153093772.0,1905.370562
12589,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,12,178711591.85,165.366834
12590,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,23,1498783807.27,914.575008
12591,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,22,39401224.18,1130.579961
12592,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,11,13552353.0,1247.162902
12606,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,19,830195119.65,913.61411
12621,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,22,49013538.0,1729.611437
12622,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,16,41195845.0,1041.293594
12623,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,48,102933742.2,754.487208
12624,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,المصفاة,قطعة أرض-تجارى,8,14928375.3,582.848764
12625,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,المصفاة,قطعة أرض-تجارى,24,33174684.77,614.516519
12626,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,المصفاة,قطعة أرض-تجارى,32,182003166.59,610.70716
12627,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,المصفاة,قطعة أرض-تجارى,32,83828441.86,499.667248
12628,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,المصفاة,قطعة أرض-تجارى,17,23011937.02,509.086402
12629,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,المصفاة,قطعة أرض-تجارى,23,135748497.17,596.751066
12674,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,18,35825465.93,1695.774227
12675,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,37,62859678.55,1098.989287
12676,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,38,198466704.0,1331.090693
12677,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,بدر,قطعة أرض-تجارى,35,39396326.5,1338.220432
12764,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الربيع,قطعة أرض-تجارى,14,428720313.0,5121.879654
12767,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الربيع,قطعة أرض-تجارى,10,382614000.0,5041.397912
12768,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,9,32185100.0,4070.513732
12769,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,14,48300150.58,4122.073908
12770,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,العقيق,قطعة أرض-تجارى,10,42620300.0,3998.03687
12792,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,السعادة,قطعة أرض-تجارى,10,12411389.0,1692.121855
12795,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,السعادة,قطعة أرض-تجارى,7,28541410.0,331.41519
12800,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,السعادة,قطعة أرض-تجارى,12,21988000.0,2005.855443
12801,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,السعادة,قطعة أرض-تجارى,14,113719282.77,1833.675945
12802,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,السعادة,قطعة أرض-تجارى,12,28329750.0,1634.166148
12803,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,السعادة,قطعة أرض-تجارى,13,101685608.0,1766.423899
12804,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,8,380134874.0,4234.274952
12805,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,8,154225480.0,7300.100785
12806,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,18,759540154.0,8239.267645
12807,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,22,477685716.0,7582.500113
12808,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,25,147417837.56,1677.232692
12809,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,20,691515253.0,12579.682238
12810,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,28,393358050.0,7282.556445
12811,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,38,1865447652.76,3959.10191
12812,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,14,122000193.0,3450.157977
12813,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,13,467715199.0,8370.877059
12815,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,50,365726728.7,2338.371869
12816,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,28,574776436.0,2041.259817
12817,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,29,540432229.97,2188.574521
12818,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,النرجس,قطعة أرض-تجارى,19,266328586.0,1831.129269
12823,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,النسيم الغربي,قطعة أرض-تجارى,19,30163291.0,2019.413679
12838,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,31,1472425095.01,3987.129931
12839,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,22,839657179.0,2928.269122
12840,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,15,146817012.0,3719.630116
12841,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الملقا,قطعة أرض-تجارى,13,79878830.54,3299.38738
12850,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الجزيرة,قطعة أرض-تجارى,6,6564960.0,619.83471
12881,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الإزدهار,قطعة أرض-تجارى,6,36100000.0,5000.0
12885,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الإزدهار,قطعة أرض-تجارى,9,63269615.79,2949.005171
12887,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الإزدهار,قطعة أرض-تجارى,7,36835601.0,5678.368121
12909,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,البيان,قطعة أرض-تجارى,10,64812208.0,1615.789505
12957,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الغدير,قطعة أرض-تجارى,6,82772467.0,6115.581737
12966,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,البيان,قطعة أرض-تجارى,7,18328089.32,1774.574819
12967,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,البيان,قطعة أرض-تجارى,6,12423720.0,1349.266922
12975,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الربوة,قطعة أرض-تجارى,7,37351075.0,4118.228185
13095,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الحائر,قطعة أرض-تجارى,13,350880.0,43.032668
13097,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الحائر,قطعة أرض-تجارى,10,505187.0,40.748362
13102,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الحائر,قطعة أرض-تجارى,22,1282013.0,30.806218
13103,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الحائر,قطعة أرض-تجارى,13,621026.0,40.411378
13104,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الحائر,قطعة أرض-تجارى,38,2781185.5,40.01706
13107,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الحائر,قطعة أرض-تجارى,6,357180.0,38.85514
13133,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,إشبيلية,قطعة أرض-تجارى,8,35112000.0,3635.042403
13146,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الحائر,قطعة أرض-تجارى,7,99553503.93,9.114998
13147,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الحائر,قطعة أرض-تجارى,7,1766800.0,35.82251
13172,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,طيبة,قطعة أرض-تجارى,12,16338571.0,854.099128
13173,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,طيبة,قطعة أرض-تجارى,10,30645424.0,835.894252
13174,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,طيبة,قطعة أرض-تجارى,39,87684635.02,538.955655
13175,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,طيبة,قطعة أرض-تجارى,20,67247780.98,767.666204
13179,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الملز,قطعة أرض-تجارى,8,36075305.95,3293.054479
13193,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,12,7115545.0,1449.818
13194,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,31,43536000.0,2123.650385
13198,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,15,326119840.0,1441.11214
13199,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,17,19784500.0,2566.404375
13200,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,13,6592203.93,1453.75
13201,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,31,29269388.0,2029.483037
13202,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,17,17378003.76,1892.552514
13203,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,34,30243850.0,1806.228925
13243,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,16,12867000.0,2006.204644
13272,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,20,34279431.27,2003.357336
13273,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,28,20431000.0,1476.268234
13274,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,24,16696204.0,1597.970588
13275,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,العريجاء,قطعة أرض-تجارى,17,14600150.0,2043.640081
13317,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,السويدي,قطعة أرض-تجارى,10,14800000.0,2915.401301
13321,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,107,520950764.58,1777.387359
13322,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,72,407995761.35,1421.035567
13323,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,64,260661081.0,1319.435358
13324,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,16,52053810.0,1064.681149
13338,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الرمال,قطعة أرض-تجارى,7,9458404.0,500.0
13384,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,السويدي,قطعة أرض-تجارى,8,51674399.98,5115.770997
13385,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,السويدي,قطعة أرض-تجارى,11,16283000.0,1997.883597
13460,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,المروج,قطعة أرض-تجارى,8,18949996.0,3250.476736
13469,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,المروج,قطعة أرض-تجارى,8,137644510.04,8256.31118
13470,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المروج,قطعة أرض-تجارى,6,37446500.0,4579.831932
13508,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المحمدية,قطعة أرض-تجارى,10,236324751.0,6956.00938
13509,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الريان,قطعة أرض-تجارى,8,62995500.89,4353.247145
13511,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الريان,قطعة أرض-تجارى,6,148111511.88,5722.222222
13519,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الريان,قطعة أرض-تجارى,9,42963000.0,1895.928825
13552,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الريان,قطعة أرض-تجارى,6,57181358.0,3200.0
13566,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الريان,قطعة أرض-تجارى,12,111850059.38,5849.355446
13569,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,القدس,قطعة أرض-تجارى,13,44350000.0,2931.752873
13588,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,القدس,قطعة أرض-تجارى,7,19266835.69,2632.744712
13589,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,القدس,قطعة أرض-تجارى,10,64460000.0,5118.644067
13590,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,القدس,قطعة أرض-تجارى,6,18112500.0,2785.087719
13591,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,القدس,قطعة أرض-تجارى,7,29025661.0,4167.44186
13617,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,السلي,قطعة أرض-تجارى,10,225110525.0,756.317829
13620,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,7,8824000.0,272.592592
13640,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الروضة,قطعة أرض-تجارى,7,25140000.0,3046.141282
13642,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الروضة,قطعة أرض-تجارى,10,54626632.99,3699.822088
13644,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الروضة,قطعة أرض-تجارى,12,34518245.0,4087.373652
13645,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الروضة,قطعة أرض-تجارى,7,33030609.32,5106.411318
13646,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الروضة,قطعة أرض-تجارى,16,53840028.0,3608.501488
13671,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,9,16730500.0,889.015875
13672,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,8,10520000.0,1387.279237
13673,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,11,19306767.0,1028.074135
13674,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,العزيزية,قطعة أرض-تجارى,8,22931894.2,374.733898
13710,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الشهداء,قطعة أرض-تجارى,6,27301250.0,3701.298701
13742,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الزهرة,قطعة أرض-تجارى,8,8970000.0,2078.540261
13744,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الزهرة,قطعة أرض-تجارى,11,10520000.0,1747.93982
13752,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,السليمانية,قطعة أرض-تجارى,9,48986479.85,7261.398176
13771,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,العلا,قطعة أرض-تجارى,10,13330000.0,731.28972
13772,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,العلا,قطعة أرض-تجارى,6,4660000.0,589.655172
13773,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الجنادرية,قطعة أرض-تجارى,6,190847357.0,1798.405807
13780,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الحزم,قطعة أرض-تجارى,11,17998884.35,1128.117292
13781,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الحزم,قطعة أرض-تجارى,6,14449570.0,920.0
13782,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الحزم,قطعة أرض-تجارى,7,6231000.0,1044.423076
13825,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الجنادرية,قطعة أرض-تجارى,11,57489180.0,1573.202949
13826,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الجنادرية,قطعة أرض-تجارى,44,836718137.0,681.0
13827,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الجنادرية,قطعة أرض-تجارى,9,39016502.71,912.518251
