,yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR,location
27576,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-سكنى,32,40483699.28,2444.516185,شرق الرياض
27577,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-سكنى,24,18610605.0,1635.846645,شرق الرياض
27578,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-سكنى,38,43951638.07,2120.323657,شرق الرياض
27579,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,العارض,قطعة أرض-سكنى,82,196152100.3,3844.420706,شمال الرياض
27580,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-سكنى,22,29897372.9,2519.16823,شرق الرياض
27581,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-سكنى,28,38249381.28,2230.123589,شرق الرياض
27582,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-سكنى,37,36149667.83,1843.10877,شرق الرياض
27583,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الملك فيصل,قطعة أرض-سكنى,33,36399004.4,1977.488026,شرق الرياض
27584,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,النسيم الشرقي,قطعة أرض-سكنى,33,26486892.39,1700.0,شرق الرياض
27592,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,,قطعة أرض-سكنى,2,800000.0,,Unknown
27593,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,جرير,قطعة أرض-سكنى,5,2250000.0,,وسط الرياض
27594,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,جرير,قطعة أرض-سكنى,11,10098110.0,1568.498669,وسط الرياض
27608,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,العود,قطعة أرض-سكنى,5,500000.0,,وسط الرياض
27609,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,العود,قطعة أرض-سكنى,5,7305540.0,,وسط الرياض
27610,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الجرادية,قطعة أرض-سكنى,10,3815000.0,1299.83519,وسط الرياض
27611,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الضباط,قطعة أرض-تجارى,2,2800000.0,,وسط الرياض
27612,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الضباط,قطعة أرض-تجارى,1,500000.0,,وسط الرياض
27613,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الضباط,قطعة أرض-تجارى,4,219125000.0,,وسط الرياض
27614,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الجرادية,قطعة أرض-سكنى,4,750000.0,,وسط الرياض
27615,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الجرادية,قطعة أرض-سكنى,5,642000.0,,وسط الرياض
27616,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,3,4364500.0,,وسط الرياض
27617,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,6,14875833.33,2136.325852,وسط الرياض
27618,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,13,12530480.0,2056.829265,وسط الرياض
27648,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,العود,قطعة أرض-سكنى,5,805000.0,,وسط الرياض
27649,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,العود,قطعة أرض-سكنى,12,3376816.0,1210.359533,وسط الرياض
27650,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,العود,قطعة أرض-سكنى,5,505000.0,,وسط الرياض
27651,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,العود,قطعة أرض-سكنى,7,1022000.0,1308.744794,وسط الرياض
27652,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,العود,قطعة أرض-سكنى,4,608759.0,,وسط الرياض
27653,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,3,1329720.0,,وسط الرياض
27673,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,10,9871330.0,2038.510972,وسط الرياض
27674,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,4,1504000.0,,وسط الرياض
27675,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,4,19542421.49,,وسط الرياض
27676,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الجرادية,قطعة أرض-سكنى,8,2050000.0,876.829538,وسط الرياض
27677,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الجرادية,قطعة أرض-سكنى,6,831000.0,1163.598996,وسط الرياض
27678,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الجرادية,قطعة أرض-سكنى,4,1540000.0,,وسط الرياض
27679,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الجرادية,قطعة أرض-سكنى,3,910000.0,,وسط الرياض
27680,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,ثليم,قطعة أرض-سكنى,3,320000.0,,وسط الرياض
27681,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,6,5856416.0,1883.541977,وسط الرياض
27682,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,8,4718292.0,1695.427142,وسط الرياض
27683,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الضباط,قطعة أرض-سكنى,6,14629414.0,2580.695601,وسط الرياض
27684,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,5,22167150.0,,غرب الرياض
27685,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,4,3379050.0,,غرب الرياض
27686,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,6,10725238.0,1214.152796,غرب الرياض
27687,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,4,4884524.0,,غرب الرياض
27688,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,3,2808336.76,,غرب الرياض
27689,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,العود,قطعة أرض-سكنى,5,744318.5,,وسط الرياض
27690,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,3,590000.0,,غرب الرياض
27691,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,1,400000.0,,غرب الرياض
27692,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,4,5315000.0,,غرب الرياض
27693,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,1,100000.0,,غرب الرياض
27694,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الفاخرية,قطعة أرض-سكنى,4,2815000.0,,غرب الرياض
27735,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,,قطعة أرض-سكنى,7,11322387.0,799.985786,Unknown
27752,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-سكنى,42,48409398.6,1661.263997,غرب الرياض
27753,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-سكنى,32,22846373.94,1455.088239,غرب الرياض
27754,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الخليج,قطعة أرض-سكنى,39,47673216.95,2269.56429,شرق الرياض
27755,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-سكنى,44,28797755.0,1193.073385,غرب الرياض
27756,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-سكنى,39,24782933.0,1178.163495,غرب الرياض
27757,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,عكاظ,قطعة أرض-سكنى,87,46132088.99,784.999072,جنوب الرياض
27758,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,عكاظ,قطعة أرض-سكنى,153,181086624.74,1088.097453,جنوب الرياض
27759,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,عكاظ,قطعة أرض-سكنى,108,132837692.29,1011.222256,جنوب الرياض
27760,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,عكاظ,قطعة أرض-سكنى,92,154650869.41,951.452752,جنوب الرياض
27761,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,عكاظ,قطعة أرض-سكنى,87,82700376.08,852.748188,جنوب الرياض
27824,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,اليمامة,قطعة أرض-سكنى,15,3505000.0,860.492632,وسط الرياض
27825,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,المعذر,قطعة أرض-سكنى,2,1126315.79,,شمال الرياض
27826,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,المعذر,قطعة أرض-سكنى,7,24332543.0,4509.283819,شمال الرياض
27827,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,المعذر,قطعة أرض-سكنى,1,500000.0,,شمال الرياض
27828,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المعذر,قطعة أرض-سكنى,6,10328315.2,2765.052488,شمال الرياض
27836,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,المونسية,قطعة أرض-سكنى,77,79747650.25,2263.704601,شرق الرياض
27837,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,المونسية,قطعة أرض-سكنى,154,140268713.53,1753.588368,شرق الرياض
27838,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,المونسية,قطعة أرض-سكنى,141,112181260.11,1628.847697,شرق الرياض
27839,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,المونسية,قطعة أرض-سكنى,106,86359870.55,1333.133479,شرق الرياض
27844,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,المدينة الصناعية الجديدة,قطعة أرض-سكنى,3,5046000.0,,جنوب الرياض
27845,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-سكنى,39,17491920.31,1035.154901,جنوب الرياض
27846,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الدار البيضاء,قطعة أرض-سكنى,82,80675473.41,905.467876,جنوب الرياض
