,yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR,location
1839,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,القيروان,شقة,52,51443230.75,7633.873328,شمال الرياض
1840,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,القيروان,شقة,185,121003019.41,4055.169264,شمال الرياض
1841,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,التعاون,شقة,83,56552849.48,4728.278041,شمال الرياض
1842,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,التعاون,شقة,15,7639915.0,3991.877461,شمال الرياض
1843,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,التعاون,شقة,11,6086514.61,3969.534408,شمال الرياض
1844,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,التعاون,شقة,7,3698774.76,3485.158152,شمال الرياض
1845,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,التعاون,شقة,10,11729000.0,8479.578589,شمال الرياض
1846,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,التعاون,شقة,4,3000000.0,,شمال الرياض
1847,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,التعاون,شقة,27,26419698.0,7171.09517,شمال الرياض
1848,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,القيروان,شقة,122,66855513.7,3838.862658,شمال الرياض
1849,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,القيروان,شقة,35,19451489.31,3510.474411,شمال الرياض
1857,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,العوالي,شقة,26,17280509.0,3692.337116,غرب الرياض
1858,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,العوالي,شقة,15,9422837.0,3844.599271,غرب الرياض
1859,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,القيروان,شقة,41,43177247.53,6906.526707,شمال الرياض
1860,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,القيروان,شقة,275,175409614.0,4401.811847,شمال الرياض
1861,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,القيروان,شقة,21,12887716.89,4271.763338,شمال الرياض
1862,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,القيروان,شقة,137,76558287.0,3964.376087,شمال الرياض
1880,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,طويق,شقة,36,23174263.0,3113.012379,غرب الرياض
1881,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,طويق,شقة,6,3939675.53,3122.061185,غرب الرياض
1882,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,طويق,شقة,2,1234164.0,,غرب الرياض
1883,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,,شقة,6,4462000.0,5421.729054,Unknown
1884,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,,شقة,25,9741636.0,3847.350492,Unknown
1885,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,,شقة,5,2690110.0,,Unknown
1886,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,,شقة,2,817000.0,,Unknown
1887,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,ديراب,شقة,1,305000.0,,غرب الرياض
1888,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,طويق,شقة,77,53186859.74,4017.517755,غرب الرياض
1889,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الفلاح,شقة,14,10387000.0,4887.090214,شمال الرياض
1890,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الفلاح,شقة,1,500000.0,,شمال الرياض
1891,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الفلاح,شقة,4,1427921.0,,شمال الرياض
1892,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الفلاح,شقة,4,1260000.0,,شمال الرياض
1893,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الفلاح,شقة,3,1326500.0,,شمال الرياض
1894,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الفلاح,شقة,5,2172078.0,,شمال الرياض
1895,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,العوالي,شقة,14,8553777.0,4124.483926,غرب الرياض
1896,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,العوالي,شقة,27,16992620.85,3975.405895,غرب الرياض
1897,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,العوالي,شقة,8,5355207.0,4018.403435,غرب الرياض
1898,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,طويق,شقة,301,213487782.49,3676.649791,غرب الرياض
1899,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,طويق,شقة,148,93343483.5,3164.68052,غرب الرياض
1900,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,طويق,شقة,16,11146430.0,3092.872819,غرب الرياض
1901,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,,شقة,6,1740107.0,1738.993238,Unknown
1902,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,,شقة,14,3717489.0,1629.465226,Unknown
1905,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الفلاح,شقة,3,2070000.0,,شمال الرياض
1907,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الفلاح,شقة,3,1277016.0,,شمال الرياض
1908,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الفلاح,شقة,13,15367000.0,8646.926536,شمال الرياض
1909,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الفلاح,شقة,2,855000.0,,شمال الرياض
1910,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الفلاح,شقة,6,3815000.0,3671.088746,شمال الرياض
1922,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,القيروان,شقة,115,66055146.0,4163.756689,شمال الرياض
1923,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,القيروان,شقة,70,76143176.76,7851.549659,شمال الرياض
1924,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,القيروان,شقة,48,25865147.64,3833.380084,شمال الرياض
1925,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,القيروان,شقة,42,40636582.0,7489.590185,شمال الرياض
1926,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,القيروان,شقة,66,33845196.74,3677.114952,شمال الرياض
1927,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,القيروان,شقة,86,55725862.36,4258.40307,شمال الرياض
1928,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,القيروان,شقة,31,17811278.0,3264.69242,شمال الرياض
1929,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,القيروان,شقة,41,26243181.84,4605.691138,شمال الرياض
1930,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,طويق,شقة,221,156051025.87,3520.121478,غرب الرياض
1931,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,طويق,شقة,68,43609629.45,3149.354685,غرب الرياض
1932,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,طويق,شقة,10,5505353.0,3306.863825,غرب الرياض
1933,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,طويق,شقة,2,1443300.0,,غرب الرياض
1934,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,طويق,شقة,131,90169735.44,3827.57089,غرب الرياض
1935,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,,شقة,13,11790000.0,6482.641873,Unknown
1936,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,,شقة,23,20253100.43,6008.974181,Unknown
1937,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,,شقة,39,18680117.0,3151.243247,Unknown
1938,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,,شقة,12,5215625.0,2040.391665,Unknown
1939,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,طويق,شقة,4,2303275.0,,غرب الرياض
1940,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,التعاون,فيلا,9,20183100.0,6870.439456,شمال الرياض
1941,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,التعاون,فيلا,3,5300000.0,,شمال الرياض
1942,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,التعاون,فيلا,1,2930446.0,,شمال الرياض
1943,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,التعاون,فيلا,4,9147716.0,,شمال الرياض
1944,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,التعاون,فيلا,2,3500000.0,,شمال الرياض
1945,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,التعاون,فيلا,8,22570000.0,7624.113475,شمال الرياض
1946,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,التعاون,فيلا,8,18666625.0,6346.666666,شمال الرياض
1947,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,التعاون,فيلا,8,18284826.36,6115.28822,شمال الرياض
1948,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,التعاون,فيلا,3,6196166.69,,شمال الرياض
1952,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,القيروان,شقة,163,103608981.26,4277.64837,شمال الرياض
1953,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,القيروان,شقة,54,31787996.48,4214.33851,شمال الرياض
1954,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,القيروان,شقة,158,100316840.67,3980.010105,شمال الرياض
1955,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,القيروان,شقة,76,40941432.78,3697.357423,شمال الرياض
1956,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,القيروان,شقة,29,13749803.2,3465.529058,شمال الرياض
1958,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,التعاون,فيلا,1,3000000.0,,شمال الرياض
1959,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,التعاون,فيلا,3,5130000.0,,شمال الرياض
1960,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,التعاون,فيلا,6,16817580.35,8997.895956,شمال الرياض
1961,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,التعاون,فيلا,5,14400000.0,,شمال الرياض
1962,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,التعاون,فيلا,14,32119000.0,6629.017899,شمال الرياض
1965,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,,عمارة,1,100000.0,,Unknown
1966,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الزهراء,فيلا,2,2209096.0,,وسط الرياض
1967,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الزهراء,فيلا,2,2131251.0,,وسط الرياض
1968,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الزهراء,فيلا,1,1875000.0,,وسط الرياض
1969,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الزهراء,فيلا,2,4900000.0,,وسط الرياض
1970,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الزهراء,فيلا,1,1000000.0,,وسط الرياض
1971,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الزهراء,فيلا,1,1600000.0,,وسط الرياض
1972,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الزهراء,فيلا,2,1151000.0,,وسط الرياض
1973,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الفلاح,شقة,1,477525.11,,شمال الرياض
1974,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,القيروان,شقة,46,47378509.89,7369.211841,شمال الرياض
1975,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,القيروان,فيلا,88,169135982.3,6019.861147,شمال الرياض
1976,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,القيروان,فيلا,24,35241751.84,5608.447671,شمال الرياض
1977,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,القيروان,فيلا,24,36340053.32,5081.793439,شمال الرياض
1978,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,القيروان,فيلا,12,14005000.0,4853.677486,شمال الرياض
1979,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الزهراء,فيلا,3,2100000.0,,وسط الرياض
1980,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الزهراء,فيلا,1,1000000.0,,وسط الرياض
1981,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,التعاون,فيلا,1,2300000.0,,شمال الرياض
1982,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,التعاون,فيلا,7,17950000.0,9314.743399,شمال الرياض
1983,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,التعاون,فيلا,3,5466349.4,,شمال الرياض
1984,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,التعاون,فيلا,6,11569194.63,4940.384615,شمال الرياض
1985,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,التعاون,فيلا,15,29942336.01,6337.152886,شمال الرياض
1986,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,التعاون,فيلا,4,9200000.0,,شمال الرياض
1987,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الزهراء,فيلا,2,3030000.0,,وسط الرياض
1988,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,طويق,شقة,86,55906308.97,3829.148102,غرب الرياض
1989,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,طويق,شقة,171,118012285.0,3860.896528,غرب الرياض
1990,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,طويق,شقة,140,95113622.0,3340.88378,غرب الرياض
1991,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,,شقة,10,2175652.0,1649.595875,Unknown
1992,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,,شقة,38,34869256.04,5936.9022,Unknown
1993,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الفلاح,فيلا,4,14250000.0,,شمال الرياض
1994,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الفلاح,فيلا,4,15232920.0,,شمال الرياض
1995,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الفلاح,فيلا,8,37520000.0,5674.486803,شمال الرياض
1996,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الفلاح,فيلا,4,13674000.0,,شمال الرياض
1997,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الفلاح,فيلا,6,22480000.0,11586.953192,شمال الرياض
1998,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,القيروان,فيلا,16,84745275.29,10402.170078,شمال الرياض
1999,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,القيروان,فيلا,10,17186900.0,8972.644376,شمال الرياض
2017,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,القيروان,فيلا,31,92602576.0,6813.382863,شمال الرياض
2018,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,القيروان,فيلا,8,13133557.5,4881.101376,شمال الرياض
2020,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,التعاون,فيلا,6,82478477.0,8422.823297,شمال الرياض
2021,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,التعاون,فيلا,5,16480000.0,,شمال الرياض
2022,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الصناعية,أخرى,4,830000.0,,وسط الرياض
2023,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الصناعية,أخرى,3,1800000.0,,وسط الرياض
2024,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الصناعية,أخرى,1,100000.0,,وسط الرياض
2025,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الصناعية,أخرى,2,300000.0,,وسط الرياض
2038,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الحزم,أخرى,1,1200000.0,,غرب الرياض
2039,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الحزم,أخرى,2,5710882.23,,غرب الرياض
2040,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الحزم,أخرى,1,8991000.0,,غرب الرياض
2041,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الحزم,أخرى,1,150000.0,,غرب الرياض
2042,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الصناعية,أخرى,1,100000.0,,وسط الرياض
2043,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الصناعية,أخرى,2,310000.0,,وسط الرياض
2044,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الصناعية,أخرى,12,1850000.0,4176.23721,وسط الرياض
2045,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الصناعية,أخرى,1,7138.5,,وسط الرياض
2046,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,المرقب,أخرى,5,1333280.0,,وسط الرياض
2047,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الصناعية,أخرى,3,255000.0,,وسط الرياض
2048,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الصناعية,أخرى,1,428572.0,,وسط الرياض
2049,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,المرقب,أخرى,1,400000.0,,وسط الرياض
2050,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,المرقب,أخرى,7,2563500.0,6738.389991,وسط الرياض
2051,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,المرقب,أخرى,2,1003360.0,,وسط الرياض
2052,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,المرقب,أخرى,4,1340000.0,,وسط الرياض
2053,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,المرقب,أخرى,3,490000.0,,وسط الرياض
2054,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,المرقب,أخرى,1,300000.0,,وسط الرياض
2055,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,المرقب,أخرى,6,1930000.0,2783.305932,وسط الرياض
2056,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,المرقب,أخرى,7,1215000.0,1720.573241,وسط الرياض
2057,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,المرقب,أخرى,4,765700.0,,وسط الرياض
2058,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المرقب,أخرى,5,1345000.0,,وسط الرياض
2059,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الصناعية,أخرى,1,130000.0,,وسط الرياض
2060,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الياسمين,أخرى,1,63808973.0,,شمال الرياض
2061,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الصناعية,أخرى,1,6000000.0,,وسط الرياض
2062,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الصناعية,أخرى,1,290000.0,,وسط الرياض
2063,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الجنادرية,أخرى,1,192000.0,,شرق الرياض
2064,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,المرقب,أخرى,5,1044785.54,,وسط الرياض
2065,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الياسمين,أخرى,1,142861315.5,,شمال الرياض
2066,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الياسمين,أخرى,5,20000000.0,,شمال الرياض
2079,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الجنادرية,شقة,10,5847000.0,4275.615646,شرق الرياض
2080,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,المرقب,أخرى,4,270000.0,,وسط الرياض
2081,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,المرقب,أخرى,8,4111384.8,4969.986445,وسط الرياض
2082,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الجنادرية,شقة,5,2855200.0,,شرق الرياض
2083,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الحزم,شقة,34,19728928.13,3962.76195,غرب الرياض
2084,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الحزم,شقة,17,7285555.0,2772.79089,غرب الرياض
2085,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الحزم,شقة,17,7485040.0,2872.827243,غرب الرياض
2086,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الحزم,شقة,17,6356935.0,2164.006015,غرب الرياض
2087,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,مغرزات,أخرى,1,27500000.0,,شمال الرياض
2088,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الحزم,شقة,7,2622293.0,,غرب الرياض
2089,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الحزم,شقة,14,6995635.12,2914.484746,غرب الرياض
2090,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الحزم,شقة,3,720000.0,,غرب الرياض
2091,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الحزم,شقة,13,5556438.4,2653.216486,غرب الرياض
2092,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الحزم,شقة,23,7973119.58,2202.174085,غرب الرياض
2093,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الحزم,شقة,10,2541024.0,1852.423587,غرب الرياض
2094,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,المرقب,أخرى,1,75000.0,,وسط الرياض
2095,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,المرقب,أخرى,3,1110000.0,,وسط الرياض
2096,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,المرقب,أخرى,2,155000.0,,وسط الرياض
2097,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,المرقب,أخرى,5,2310000.0,,وسط الرياض
2098,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,المرقب,أخرى,5,1619458.0,,وسط الرياض
2099,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,المرقب,أخرى,2,535532.0,,وسط الرياض
2105,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,المرقب,أخرى,10,2059719.4,4307.537933,وسط الرياض
2106,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,المرقب,أخرى,3,921039.0,,وسط الرياض
2107,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الحزم,شقة,6,1752358.0,1608.131615,غرب الرياض
2108,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,التعاون,فيلا,5,81047919.92,,شمال الرياض
2109,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الفلاح,فيلا,3,11800000.0,,شمال الرياض
2110,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الفلاح,فيلا,3,11621757.0,,شمال الرياض
2111,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الفلاح,فيلا,5,10880000.0,,شمال الرياض
2112,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الفلاح,فيلا,2,16925000.0,,شمال الرياض
2113,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,ديراب,فيلا,2,2125900.0,,غرب الرياض
2114,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,طويق,فيلا,167,197704176.92,4270.760025,غرب الرياض
2115,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,طويق,فيلا,249,330252989.7,4348.739496,غرب الرياض
2116,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,طويق,فيلا,466,630178520.08,4197.051591,غرب الرياض
2117,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,بنبان,فيلا,1,840000.0,,شمال الرياض
2118,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,طويق,فيلا,337,458336549.17,4285.946667,غرب الرياض
2119,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,طويق,فيلا,344,416266040.82,3733.104486,غرب الرياض
2120,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,طويق,فيلا,521,609273344.98,3566.306839,غرب الرياض
2121,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,طويق,فيلا,451,509109634.3,3288.717299,غرب الرياض
2122,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,,فيلا,4,4050000.0,,Unknown
2123,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,,فيلا,1,800000.0,,Unknown
2124,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,,فيلا,155,67690876.53,830.0,Unknown
2125,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,طويق,شقة,1,498750.0,,غرب الرياض
2126,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,طويق,شقة,14,5321000.0,1936.735396,غرب الرياض
2127,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,طويق,شقة,2,845188.0,,غرب الرياض
2128,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,طويق,شقة,8,4376750.0,2341.68898,غرب الرياض
2129,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,,شقة,9,6868600.0,6667.916334,Unknown
2130,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,,شقة,18,17015501.0,6475.063687,Unknown
2142,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,القيروان,فيلا,14,39755050.0,7374.860774,شمال الرياض
2143,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,القيروان,فيلا,52,117462470.63,6051.591763,شمال الرياض
2144,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,القيروان,فيلا,2,7500000.0,,شمال الرياض
2145,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,القيروان,فيلا,44,81600247.0,5819.299367,شمال الرياض
2146,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,القيروان,فيلا,20,69550268.0,9417.719524,شمال الرياض
2147,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,طويق,فيلا,488,538250658.74,3353.541956,غرب الرياض
2148,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,طويق,فيلا,331,396406546.02,2816.705739,غرب الرياض
2149,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,طويق,فيلا,322,313211391.09,2637.517895,غرب الرياض
2150,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,طويق,فيلا,261,259276523.7,2772.265659,غرب الرياض
2161,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,العوالي,فيلا,3,2329000.0,,غرب الرياض
2162,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,,فيلا,2,1100000.0,,Unknown
2163,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,,فيلا,31,16081912.53,1126.842868,Unknown
2166,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,القيروان,فيلا,21,68395000.0,9493.622109,شمال الرياض
2167,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,القيروان,فيلا,19,59228433.0,10469.429659,شمال الرياض
2174,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,القيروان,فيلا,29,74714074.5,7190.244496,شمال الرياض
2175,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,القيروان,فيلا,38,89037450.94,6521.083035,شمال الرياض
2176,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,,شقة,25,9898970.0,2169.155921,Unknown
2177,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الفلاح,فيلا,5,18130000.0,,شمال الرياض
2178,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الفلاح,فيلا,2,3500000.0,,شمال الرياض
2179,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,,قطعة أرض- زراعي,28,15757776.66,159.447374,Unknown
2180,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,العوالي,فيلا,1,863486.0,,غرب الرياض
2181,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,العوالي,فيلا,1,1055000.0,,غرب الرياض
2182,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الفلاح,فيلا,4,11570000.0,,شمال الرياض
2183,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الفلاح,فيلا,1,9397500.0,,شمال الرياض
2184,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الفلاح,فيلا,3,9385517.74,,شمال الرياض
