,front,rooms,lounges,bathrooms,streetWidth,stairs,propertyAge,driverRoom,tent,patio,kitchen,outdoorRoom,garage,duplex,space,apartments,maidRoom,elevator,furnihsed,pool,basement,neighbourhood,location,price,square price
15371,شمالية,4,2,4,15.0,1,0,1,0,1,1,1,1,0,325,0,1,1,0,1,0,الملقا,شمال الرياض,4300000.0,13230.76923
15372,جنوبية,1,3,5,20.0,0,0,0,0,1,1,0,1,0,450,0,1,1,0,0,0,النرجس,شمال الرياض,4300000.0,9555.555556
15373,شمالية,7,2,5,20.0,1,0,0,1,1,1,1,1,1,250,0,1,0,0,0,0,طويق,غرب الرياض,1130000.0,4520.0
15374,شمالية,3,2,5,15.0,1,6,1,0,1,1,1,1,0,375,2,1,0,0,1,0,الياسمين,شمال الرياض,3000000.0,8000.0
15375,جنوبية غربية,4,2,4,15.0,1,0,0,0,0,1,0,1,1,200,1,0,0,0,0,0,الجنادرية,شرق الرياض,1150000.0,5750.0
15376,شمالية,5,1,3,15.0,0,0,0,0,1,1,0,1,1,275,0,0,0,0,0,0,العزيزية,جنوب الرياض,670000.0,2436.363636
15377,شمالية,5,2,5,25.0,1,0,1,0,1,1,1,1,0,405,2,1,1,0,0,0,الرمال,شرق الرياض,2200000.0,5432.098765
15378,جنوبية,5,2,4,15.0,1,6,0,1,1,1,1,1,0,375,2,1,0,0,0,0,الرمال,شرق الرياض,1550000.0,4133.333333
15379,جنوبية,1,1,4,15.0,1,0,0,0,1,1,1,1,0,300,2,1,0,0,0,0,الرمال,شرق الرياض,1500000.0,5000.0
15380,شمالية,7,2,5,15.0,1,0,0,1,1,1,1,1,0,415,1,1,0,0,0,0,المروة,جنوب الرياض,1500000.0,3614.457831
15381,جنوبية,5,2,5,20.0,1,0,0,1,1,1,1,1,0,360,2,0,0,0,0,0,Unknown,جنوب الرياض,1280000.0,3555.555556
15382,شرقية,4,1,3,40.0,1,0,1,0,1,1,0,1,1,245,2,1,1,0,0,1,بدر,جنوب الرياض,950000.0,3877.55102
15383,ثلاث شوارع,5,1,5,30.0,0,22,1,0,1,1,1,1,0,625,0,1,0,1,0,0,المنار,شرق الرياض,2500000.0,4000.0
15384,غربية,4,3,5,20.0,1,0,1,0,1,1,1,1,0,405,1,1,1,0,1,0,العارض,شمال الرياض,3250000.0,8024.691358
15385,شمالية غربية,4,2,5,18.0,1,0,1,0,1,1,1,1,0,307,1,1,1,0,0,0,الملك خالد الدولي,شرق الرياض,1800000.0,5863.192182
15387,جنوبية شرقية,7,2,5,15.0,0,23,0,0,0,0,0,0,0,900,0,0,0,0,0,0,الازدهار,شرق الرياض,5500000.0,6111.111111
15388,شمالية,3,3,5,15.0,1,4,1,0,0,1,0,0,0,390,2,0,0,0,0,0,العارض,شمال الرياض,2900000.0,7435.897436
15389,جنوبية,4,2,5,20.0,1,12,0,1,1,1,0,1,1,200,0,1,0,0,0,0,البديعة,غرب الرياض,810000.0,4050.0
15390,شرقية,5,2,5,19.0,1,0,0,0,0,1,0,0,1,300,0,0,0,0,0,0,عكاظ,جنوب الرياض,1060000.0,3533.333333
15391,شرقية,4,5,4,15.0,0,0,1,0,1,1,1,1,0,1380,0,1,1,0,1,1,الغدير,شمال الرياض,9800000.0,7101.449275
15393,شرقية,4,2,3,20.0,0,15,0,0,1,1,1,1,0,312,2,0,0,0,0,0,الحزم,غرب الرياض,1100000.0,3525.641026
15394,جنوبية,7,-1,5,15.0,0,30,1,1,1,1,1,1,0,1000,2,0,0,0,0,0,العزيزية,جنوب الرياض,1416000.0,1416.0
15396,شمالية,3,1,5,20.0,1,0,0,1,1,1,0,1,0,375,2,1,0,0,0,0,طويق,غرب الرياض,1550000.0,4133.333333
15397,جنوبية,5,2,4,15.0,1,0,0,1,0,0,0,0,0,275,2,1,0,0,0,0,السعادة,شرق الرياض,1650000.0,6000.0
15398,شمالية,3,1,5,20.0,0,0,0,1,1,1,0,1,0,450,0,0,0,1,0,0,طويق,غرب الرياض,1300000.0,2888.888889
15399,غربية,5,3,5,18.0,1,0,0,0,1,1,0,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1160000.0,3866.666667
15400,شمالية,4,2,5,15.0,0,0,0,1,1,1,1,1,1,300,0,1,0,0,1,0,عكاظ,جنوب الرياض,1050000.0,3500.0
15401,شرقية,5,3,5,20.0,0,0,0,1,1,1,1,1,1,300,0,1,0,0,0,0,عكاظ,جنوب الرياض,1150000.0,3833.333333
15402,جنوبية,5,1,5,20.0,1,0,1,0,1,1,1,1,0,800,0,1,1,0,1,1,الملقا,شمال الرياض,10000000.0,12500.0
15403,جنوبية,5,4,5,18.0,1,0,0,1,1,1,0,0,0,312,1,1,1,0,0,0,المونسية,شرق الرياض,2100000.0,6730.769231
15404,غربية,7,3,5,20.0,1,0,0,1,1,1,1,1,1,300,0,1,0,0,0,0,عكاظ,جنوب الرياض,1050000.0,3500.0
15405,شمالية,5,3,5,15.0,1,0,1,1,1,1,1,1,0,360,1,1,1,1,1,0,المونسية,شرق الرياض,2500000.0,6944.444444
15406,جنوبية,5,2,5,15.0,0,0,0,1,1,1,1,1,1,300,0,1,1,0,0,0,عكاظ,جنوب الرياض,1170000.0,3900.0
15408,جنوبية,4,2,4,20.0,0,0,0,1,1,1,1,1,1,260,0,0,0,0,0,0,بدر,جنوب الرياض,940000.0,3615.384615
15409,شمالية,5,2,5,15.0,0,0,0,1,1,1,1,1,0,200,0,0,0,0,0,0,طويق,غرب الرياض,980000.0,4900.0
15410,شرقية,3,1,5,20.0,0,4,1,1,1,1,1,1,0,400,2,1,0,1,0,0,طويق,غرب الرياض,1320000.0,3300.0
15411,شرقية,5,1,5,20.0,0,0,0,0,1,1,1,1,0,300,0,0,0,0,0,0,طويق,غرب الرياض,1300000.0,4333.333333
15412,جنوبية,4,1,3,20.0,0,25,0,1,1,1,0,1,0,400,2,0,0,0,0,0,العريجاء الوسطى,غرب الرياض,950000.0,2375.0
15414,شرقية,5,2,5,20.0,1,0,0,1,1,1,1,1,0,320,0,1,0,0,0,0,المهدية,غرب الرياض,2450000.0,7656.25
15415,جنوبية شرقية,5,2,4,20.0,0,0,0,0,1,1,0,1,0,500,0,0,0,0,0,0,اليرموك,شرق الرياض,2200000.0,4400.0
15416,غربية,3,2,5,20.0,1,0,0,1,1,1,1,1,0,300,1,0,0,0,0,0,النظيم,شرق الرياض,1150000.0,3833.333333
15417,شرقية,4,3,5,20.0,1,0,0,1,1,1,1,1,1,250,0,1,0,0,0,0,الملك خالد الدولي,شرق الرياض,1300000.0,5200.0
15418,غربية,5,4,4,12.0,1,0,0,1,1,1,1,1,1,350,2,0,1,0,0,0,المعيزيلة,شرق الرياض,1700000.0,4857.142857
15419,شمالية,4,3,5,20.0,0,7,0,1,1,1,1,1,0,386,3,1,0,0,0,1,طويق,غرب الرياض,1320000.0,3419.689119
15420,شمالية,5,2,5,15.0,1,0,0,1,1,1,0,1,1,200,0,0,0,0,0,0,العريجاء الغربية,غرب الرياض,1020000.0,5100.0
15421,شمالية,4,-1,3,18.0,0,0,0,0,0,1,0,0,1,240,1,0,0,0,0,0,المونسية,شرق الرياض,1750000.0,7291.666667
15423,غربية,6,4,4,20.0,1,0,0,1,1,1,0,0,0,250,0,0,0,0,0,0,طويق,غرب الرياض,1250000.0,5000.0
15424,جنوبية شرقية,3,2,3,15.0,1,0,1,0,1,1,1,1,0,322,1,1,0,0,0,0,السعادة,شرق الرياض,1850000.0,5745.341615
15425,شرقية,4,2,5,20.0,0,0,0,1,1,1,0,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1220000.0,4066.666667
15427,شرقية,4,2,5,15.0,1,0,0,1,1,1,1,1,0,300,2,1,0,0,0,0,الرمال,شرق الرياض,1600000.0,5333.333333
15428,جنوبية غربية,5,5,5,20.0,1,0,1,0,1,1,1,1,0,870,3,1,0,0,1,0,الياسمين,شمال الرياض,9000000.0,10344.82759
15429,جنوبية,1,4,5,15.0,1,0,1,0,1,1,1,1,0,343,0,1,1,0,0,0,Unknown,شمال الرياض,4500000.0,13119.53353
15430,شمالية,5,2,5,20.0,1,0,0,1,1,1,0,1,1,300,0,1,0,0,0,0,عكاظ,جنوب الرياض,1100000.0,3666.666667
15431,شمالية,5,1,5,15.0,0,0,1,1,1,1,1,1,0,400,0,1,1,0,1,0,النرجس,شمال الرياض,4350000.0,10875.0
15433,جنوبية,7,2,5,15.0,1,0,0,1,1,1,1,1,0,437,2,1,1,0,0,0,المعيزيلة,شرق الرياض,2400000.0,5491.990847
15435,جنوبية شرقية,3,2,5,20.0,1,0,0,0,1,1,1,1,1,220,0,1,0,0,1,0,طويق,غرب الرياض,1500000.0,6818.181818
15436,جنوبية,7,2,5,15.0,1,0,0,0,1,1,0,1,0,277,1,1,0,0,0,0,المونسية,شرق الرياض,2000000.0,7220.216606
15438,جنوبية,4,2,4,17.0,1,2,1,0,1,1,1,1,0,360,2,1,1,0,0,0,القادسية,شرق الرياض,1800000.0,5000.0
15439,شمالية,6,-1,5,5.0,1,0,0,1,0,1,0,1,1,200,0,0,0,0,0,0,الزهرة,غرب الرياض,1200000.0,6000.0
15442,شرقية,3,2,4,18.0,0,0,0,0,1,1,1,1,1,300,0,1,0,0,0,0,بدر,جنوب الرياض,650000.0,2166.666667
15443,شرقية,4,2,4,15.0,1,6,1,0,1,1,1,1,0,337,0,1,0,0,1,0,الياسمين,شمال الرياض,3600000.0,10682.49258
15444,جنوبية,5,3,5,20.0,0,0,0,0,1,1,1,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1150000.0,3833.333333
15445,جنوبية,1,4,4,15.0,1,0,1,0,0,1,0,1,0,312,0,1,1,0,0,0,النرجس,شمال الرياض,3000000.0,9615.384615
15450,غربية,1,1,2,20.0,0,0,0,0,0,1,0,1,0,380,0,0,0,0,0,0,بدر,جنوب الرياض,930000.0,2447.368421
15451,شمالية شرقية,7,1,5,14.0,0,19,0,1,1,1,0,1,0,500,1,0,0,0,0,0,الحائر,جنوب الرياض,500000.0,1000.0
15453,جنوبية,5,2,5,20.0,1,0,1,0,1,1,1,1,0,312,2,1,0,0,0,0,الرمال,شرق الرياض,1800000.0,5769.230769
15454,غربية,5,3,5,18.0,0,0,0,0,1,1,1,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,1050000.0,5250.0
15455,شرقية,6,2,4,20.0,1,0,0,1,1,1,1,1,0,307,1,1,0,0,0,0,الرمال,شرق الرياض,1370000.0,4462.540717
15456,شرقية,7,5,5,21.0,1,9,1,1,1,1,1,1,0,600,3,1,0,1,0,0,المونسية,شرق الرياض,3800000.0,6333.333333
15457,شرقية,3,2,4,15.0,0,0,1,0,1,1,1,1,0,360,0,1,0,0,0,0,القيروان,شمال الرياض,2900000.0,8055.555556
15458,جنوبية,5,3,5,20.0,1,0,0,1,1,1,1,1,0,300,1,1,0,0,0,0,طويق,غرب الرياض,1220000.0,4066.666667
15459,جنوبية,5,2,3,21.0,1,0,0,0,0,1,0,0,1,326,0,0,0,0,0,0,عكاظ,جنوب الرياض,1098000.0,3368.09816
15460,شمالية,5,2,5,30.0,0,0,0,1,1,1,1,1,0,400,0,0,0,0,0,0,طويق,غرب الرياض,1100000.0,2750.0
15461,شرقية,4,2,5,20.0,1,0,1,1,1,1,1,1,0,375,2,1,0,0,0,0,الرمال,شرق الرياض,1900000.0,5066.666667
15462,شمالية,5,3,5,16.0,1,0,0,0,1,1,0,1,0,266,1,0,0,0,0,0,طويق,غرب الرياض,1300000.0,4887.218045
15463,شمالية,5,2,5,17.0,0,0,0,1,1,1,1,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1350000.0,4500.0
15465,جنوبية,5,2,5,20.0,1,0,1,0,1,1,1,1,0,360,0,1,1,0,0,0,النرجس,شمال الرياض,3600000.0,10000.0
15466,شرقية,5,2,5,20.0,1,0,0,1,1,1,1,1,0,216,1,1,0,0,0,0,المونسية,شرق الرياض,1850000.0,8564.814815
15467,جنوبية,5,3,2,15.0,1,0,1,0,1,1,1,1,0,360,2,1,1,0,0,0,النهضة,شرق الرياض,2200000.0,6111.111111
15468,جنوبية,5,3,5,20.0,1,0,1,0,0,1,1,1,1,350,0,1,1,0,0,1,القيروان,شمال الرياض,4300000.0,12285.71429
15469,شمالية,4,1,3,20.0,1,0,1,0,0,1,1,1,0,360,1,1,1,0,0,0,الملقا,شمال الرياض,4500000.0,12500.0
15471,شرقية,4,2,4,20.0,0,0,0,0,0,1,0,1,0,230,0,1,0,0,0,0,بدر,جنوب الرياض,890000.0,3869.565217
15472,غربية,4,2,5,15.0,1,0,0,1,1,1,1,1,1,312,0,0,0,0,0,0,العريجاء الغربية,غرب الرياض,1400000.0,4487.179487
15474,شمالية,5,2,5,15.0,1,0,0,1,1,1,1,1,0,384,2,1,0,0,0,0,القادسية,شرق الرياض,2100000.0,5468.75
15477,جنوبية,5,1,5,20.0,1,0,0,1,0,1,0,1,0,300,2,1,0,0,0,0,الملك خالد الدولي,شرق الرياض,1300000.0,4333.333333
15478,جنوبية شرقية,5,3,5,20.0,1,0,1,0,1,1,1,1,0,1200,0,1,0,0,0,0,النرجس,شمال الرياض,6800000.0,5666.666667
15479,شرقية,5,1,5,15.0,1,0,1,0,0,1,1,1,0,300,0,1,1,0,1,0,الياسمين,شمال الرياض,3200000.0,10666.66667
15480,جنوبية,5,3,5,20.0,1,0,1,0,1,1,1,1,0,440,2,1,1,0,0,0,العارض,شمال الرياض,3700000.0,8409.090909
15482,جنوبية,5,4,5,20.0,1,0,1,0,0,1,1,1,0,600,0,1,1,0,1,0,Unknown,شمال الرياض,7800000.0,13000.0
15485,شرقية,4,4,5,16.0,1,0,0,0,1,1,0,1,0,240,0,1,1,0,0,0,المونسية,شرق الرياض,2050000.0,8541.666667
15486,جنوبية,5,3,5,20.0,0,0,0,0,0,1,1,1,1,220,0,1,0,0,0,0,بدر,جنوب الرياض,850000.0,3863.636364
15487,جنوبية,3,5,5,20.0,1,0,0,0,1,1,0,1,0,360,1,1,0,0,0,0,العزيزية,جنوب الرياض,1150000.0,3194.444444
15488,شمالية,6,2,5,20.0,1,0,0,1,1,1,1,1,1,255,0,0,0,0,0,0,الندوة,شرق الرياض,1015000.0,3980.392157
15489,شمالية,7,-1,5,15.0,1,0,1,0,1,1,0,1,0,375,2,1,1,0,1,0,النرجس,شمال الرياض,2650000.0,7066.666667
15490,جنوبية,5,3,5,15.0,1,0,0,0,1,1,0,1,0,300,0,0,1,0,0,0,النرجس,شمال الرياض,2980000.0,9933.333333
15491,شمالية,4,2,5,20.0,0,0,0,1,1,1,0,1,1,246,0,1,0,0,0,0,السويدي,غرب الرياض,1070000.0,4349.593496
15492,شمالية غربية,4,1,5,20.0,1,0,0,0,1,1,0,0,1,270,0,1,1,0,0,0,المونسية,شرق الرياض,1950000.0,7222.222222
15493,شرقية,4,1,3,15.0,0,0,0,1,1,1,0,1,0,321,0,0,0,0,0,0,طيبة,جنوب الرياض,660000.0,2056.074766
15494,جنوبية,4,5,5,12.0,1,0,0,0,0,1,0,1,0,225,0,1,1,0,1,0,النرجس,شمال الرياض,2500000.0,11111.11111
15495,شمالية,5,2,5,15.0,1,0,1,0,1,1,1,0,0,312,1,1,0,0,0,0,المونسية,شرق الرياض,2200000.0,7051.282051
15496,جنوبية,4,4,5,15.0,1,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,1000000.0,5000.0
15497,شرقية,4,3,5,18.0,0,0,0,0,1,1,1,1,1,287,0,1,0,0,0,0,الحزم,غرب الرياض,1150000.0,4006.968641
15499,جنوبية,4,3,5,20.0,0,0,0,1,1,1,1,1,0,312,1,1,0,1,0,0,عكاظ,جنوب الرياض,1100000.0,3525.641026
15502,جنوبية,5,3,4,15.0,1,0,1,0,0,1,1,1,1,336,3,1,0,1,1,0,العارض,شمال الرياض,3000000.0,8928.571429
15503,شرقية,5,3,5,15.0,1,0,0,1,1,1,1,1,1,315,0,1,0,0,0,0,عكاظ,جنوب الرياض,1100000.0,3492.063492
15505,شرقية,5,3,5,18.0,1,0,0,0,0,1,0,1,0,315,1,0,0,0,0,0,الرمال,شرق الرياض,1500000.0,4761.904762
15506,شمالية شرقية,7,2,5,30.0,1,0,1,1,1,1,0,1,0,400,0,1,0,0,0,0,طويق,غرب الرياض,1350000.0,3375.0
15507,شمالية,3,1,3,20.0,0,20,1,0,1,1,1,1,1,390,0,1,0,0,0,0,الخليج,شرق الرياض,2500000.0,6410.25641
15509,جنوبية,4,2,3,25.0,0,10,0,0,0,1,0,0,0,394,3,0,0,0,0,0,الرمال,شرق الرياض,2000000.0,5076.142132
15510,جنوبية,6,1,4,15.0,0,0,0,0,0,1,1,0,0,277,1,1,0,0,0,0,المونسية,شرق الرياض,2100000.0,7581.227437
15511,شمالية,3,2,3,25.0,1,4,1,1,1,1,1,1,0,360,2,1,0,0,0,0,المونسية,شرق الرياض,2000000.0,5555.555556
15513,جنوبية شرقية,5,3,4,20.0,1,0,0,0,0,1,0,1,0,290,1,0,0,0,0,0,الرمال,شرق الرياض,1950000.0,6724.137931
15514,شمالية,5,3,5,20.0,1,5,0,0,1,1,1,1,0,258,1,0,0,0,0,0,الرمال,شرق الرياض,1070000.0,4147.286822
15515,شمالية,5,2,5,19.0,0,0,0,1,0,1,0,1,1,200,0,1,0,0,0,0,طويق,غرب الرياض,1000000.0,5000.0
15516,شمالية,4,-1,5,14.0,0,0,1,0,0,1,0,1,0,300,0,1,1,0,1,0,النرجس,شمال الرياض,2900000.0,9666.666667
15517,جنوبية,4,3,5,20.0,1,0,0,0,1,1,0,1,0,350,1,1,1,0,0,0,النرجس,شمال الرياض,3500000.0,10000.0
15518,جنوبية غربية,4,3,4,20.0,1,0,0,1,1,1,1,1,0,200,0,1,1,0,0,0,المهدية,غرب الرياض,1550000.0,7750.0
15519,جنوبية,4,2,5,18.0,0,0,0,0,1,1,1,1,1,280,0,1,0,0,0,0,ديراب,غرب الرياض,1150000.0,4107.142857
15521,شرقية,5,3,5,20.0,1,0,0,1,1,1,1,1,0,234,1,1,1,0,0,0,شبرا,غرب الرياض,1400000.0,5982.905983
15522,شمالية,4,2,5,20.0,1,0,0,1,0,1,1,1,0,450,2,1,0,0,0,0,ظهرة لبن,غرب الرياض,2700000.0,6000.0
15523,جنوبية,4,3,3,20.0,1,0,1,0,1,1,1,1,0,439,2,1,1,0,0,0,الخليج,شرق الرياض,2300000.0,5239.179954
15524,شمالية,4,2,4,15.0,1,0,0,0,0,1,1,1,0,230,1,1,1,0,0,0,الخليج,شرق الرياض,1750000.0,7608.695652
15525,شمالية,4,3,5,20.0,1,0,0,1,1,1,1,1,0,300,0,1,1,0,0,0,النرجس,شمال الرياض,2800000.0,9333.333333
15526,جنوبية,4,2,5,20.0,1,6,1,1,1,1,1,1,0,480,2,1,0,0,0,0,الرمال,شرق الرياض,2000000.0,4166.666667
15527,جنوبية,4,2,5,15.0,1,0,1,0,1,1,1,1,1,260,0,1,0,0,0,0,النرجس,شمال الرياض,1850000.0,7115.384615
15528,شمالية,5,2,5,20.0,1,0,0,1,1,1,1,1,1,300,0,1,0,0,1,1,طويق,غرب الرياض,1200000.0,4000.0
15529,جنوبية,4,2,4,-1.0,1,0,1,0,1,1,1,1,0,234,0,1,1,0,0,0,عكاظ,جنوب الرياض,1130000.0,4829.059829
15530,شمالية,5,3,4,15.0,1,0,1,1,1,1,1,1,0,264,0,1,1,1,0,0,النرجس,شمال الرياض,2800000.0,10606.06061
15531,جنوبية,3,2,5,22.0,0,0,0,1,1,1,1,1,0,375,0,1,0,0,0,0,طويق,غرب الرياض,1300000.0,3466.666667
15532,شمالية,5,2,5,20.0,1,0,0,1,1,1,1,1,0,450,2,1,1,0,0,0,ظهرة لبن,غرب الرياض,27000000.0,60000.0
15533,جنوبية,6,3,5,18.0,1,5,1,1,1,1,0,1,0,490,2,1,0,0,0,0,الرمال,شرق الرياض,1850000.0,3775.510204
15534,شرقية,5,3,5,20.0,1,0,0,1,1,1,0,1,1,250,0,1,0,0,0,0,الحزم,غرب الرياض,1150000.0,4600.0
15536,جنوبية,7,2,5,15.0,1,0,0,1,1,0,0,1,1,250,0,0,0,0,0,0,طيبة,جنوب الرياض,850000.0,3400.0
15537,غربية,5,1,4,10.0,0,5,0,1,1,1,0,1,0,350,3,0,0,0,0,0,النهضة,شرق الرياض,1920000.0,5485.714286
15538,جنوبية شرقية,5,2,5,16.0,0,0,1,0,0,1,1,1,0,292,0,1,0,0,0,0,طويق,غرب الرياض,1400000.0,4794.520548
15540,شمالية,5,3,5,20.0,1,0,0,1,1,1,1,1,1,200,0,1,0,0,0,0,العريجاء الغربية,غرب الرياض,1100000.0,5500.0
15541,جنوبية,4,2,5,12.0,0,35,1,1,1,1,0,1,0,400,0,1,0,0,0,0,السويدي,غرب الرياض,700000.0,1750.0
15542,شمالية,3,3,3,20.0,0,0,1,0,1,1,1,1,0,200,0,1,1,0,1,0,القيروان,شمال الرياض,2500000.0,12500.0
15543,شمالية,5,2,5,25.0,1,0,1,0,1,1,1,1,0,420,0,1,1,0,0,0,الملقا,شمال الرياض,5200000.0,12380.95238
15544,شمالية,4,2,3,15.0,1,0,0,0,1,1,1,1,0,312,1,1,0,0,0,0,الرمال,شرق الرياض,1750000.0,5608.974359
15545,شمالية,4,2,4,20.0,1,26,1,1,1,1,0,1,0,560,0,1,0,0,0,0,المرسلات,شمال الرياض,2400000.0,4285.714286
15547,شمالية,5,2,2,20.0,0,0,1,0,1,1,1,0,0,300,0,1,0,0,0,0,طويق,غرب الرياض,1330000.0,4433.333333
15548,جنوبية,7,1,5,20.0,1,0,0,0,1,1,0,1,0,200,0,0,0,0,0,0,Unknown,غرب الرياض,1700000.0,8500.0
15549,شرقية,5,3,5,20.0,1,0,1,0,1,1,0,1,0,375,0,1,0,0,0,0,طويق,غرب الرياض,1650000.0,4400.0
15551,جنوبية شرقية,4,2,5,20.0,1,0,0,0,1,1,1,1,0,270,1,1,1,0,0,0,ظهرة لبن,غرب الرياض,1750000.0,6481.481481
15552,جنوبية,5,3,5,20.0,1,0,0,0,1,1,1,1,1,200,0,1,0,0,0,0,المهدية,غرب الرياض,1500000.0,7500.0
15553,شرقية,5,2,5,20.0,1,0,0,1,0,1,0,1,1,300,0,1,0,0,0,0,عكاظ,جنوب الرياض,1030000.0,3433.333333
15554,جنوبية غربية,6,3,5,15.0,1,0,1,0,1,1,1,1,0,360,0,1,1,0,0,0,الياسمين,شمال الرياض,3800000.0,10555.55556
15555,ثلاث شوارع,5,1,5,17.0,0,25,1,0,1,1,1,1,0,840,3,0,0,0,0,0,المصيف,شمال الرياض,5000000.0,5952.380952
15556,شمالية,5,3,5,15.0,1,0,0,1,1,1,0,1,0,360,2,1,0,0,0,0,Unknown,غرب الرياض,1450000.0,4027.777778
15557,ثلاث شوارع,7,5,5,-1.0,1,0,1,1,1,1,1,1,0,4600,0,1,1,1,1,1,عرقة,غرب الرياض,45000000.0,9782.608696
15558,جنوبية,4,2,5,16.0,1,0,0,1,1,1,1,1,0,396,2,1,0,0,0,0,طويق,غرب الرياض,1500000.0,3787.878788
15559,شمالية,6,3,5,18.0,1,0,1,1,1,1,1,1,1,312,1,1,1,0,0,0,النرجس,شمال الرياض,3000000.0,9615.384615
15560,شرقية,5,2,5,20.0,0,0,0,1,1,1,0,1,1,350,0,1,0,0,0,0,عكاظ,جنوب الرياض,1150000.0,3285.714286
15562,جنوبية,5,1,3,20.0,0,7,0,0,0,1,0,0,1,250,0,0,0,0,0,0,الدار البيضاء,جنوب الرياض,560000.0,2240.0
15563,شرقية,4,2,5,12.0,1,0,1,0,0,1,0,1,0,324,0,1,1,0,1,0,الربيع,شمال الرياض,3900000.0,12037.03704
15564,شرقية,3,2,4,15.0,1,5,1,0,0,1,0,0,1,200,0,1,0,0,0,0,العارض,شمال الرياض,1750000.0,8750.0
15565,شرقية,3,3,5,20.0,0,0,0,1,1,1,1,1,0,420,0,0,0,0,0,0,ديراب,غرب الرياض,1160000.0,2761.904762
15566,شرقية,7,3,5,15.0,1,0,1,1,1,1,1,1,0,400,3,1,0,1,1,0,قرطبة,شرق الرياض,3200000.0,8000.0
15567,جنوبية شرقية,4,3,5,20.0,0,0,0,0,0,1,0,1,1,215,0,1,0,0,0,0,المهدية,غرب الرياض,1600000.0,7441.860465
15568,شرقية,4,1,5,20.0,1,0,0,0,0,1,0,0,0,288,1,0,1,0,0,0,المونسية,شرق الرياض,2000000.0,6944.444444
15569,شمالية غربية,5,2,2,20.0,1,0,1,0,0,1,1,1,0,608,0,1,1,0,0,0,النرجس,شمال الرياض,7500000.0,12335.52632
15570,شمالية,1,-1,5,5.0,0,0,0,0,0,1,0,0,0,1100,0,0,0,0,0,0,البديعة,غرب الرياض,2200000.0,2000.0
15571,غربية,4,2,5,15.0,1,0,0,1,1,1,1,1,0,500,2,1,0,0,0,0,الرمال,شرق الرياض,2800000.0,5600.0
15572,غربية,4,1,4,15.0,0,0,0,0,1,1,1,1,0,456,4,0,0,0,0,0,الخليج,شرق الرياض,1350000.0,2960.526316
15573,جنوبية شرقية,4,2,4,25.0,1,0,0,0,1,1,0,1,0,260,0,0,0,0,0,0,العزيزية,جنوب الرياض,900000.0,3461.538462
15574,شرقية,5,3,4,15.0,0,17,1,0,1,1,1,1,0,375,0,1,0,0,0,0,الوادي,شمال الرياض,2300000.0,6133.333333
15575,شمالية,5,1,5,15.0,0,15,1,0,1,1,1,1,0,650,3,1,0,0,0,0,الخليج,شرق الرياض,3000000.0,4615.384615
15577,شرقية,7,3,5,20.0,0,8,0,1,1,1,0,1,0,500,3,0,0,0,0,0,طويق,غرب الرياض,1800000.0,3600.0
15578,جنوبية غربية,4,4,5,20.0,0,0,0,0,0,1,0,1,0,500,0,0,0,0,0,0,اليرموك,شرق الرياض,2250000.0,4500.0
15579,جنوبية,5,3,5,20.0,0,0,0,1,1,1,1,1,1,300,0,1,0,0,0,0,طويق,غرب الرياض,1180000.0,3933.333333
15580,شرقية,7,1,5,15.0,1,0,0,1,1,1,1,1,0,380,0,1,0,1,0,0,النهضة,شرق الرياض,1880000.0,4947.368421
15581,جنوبية شرقية,7,2,5,15.0,1,9,1,1,1,1,1,1,0,840,0,1,0,1,0,0,الرمال,شرق الرياض,4000000.0,4761.904762
15582,شمالية,5,3,5,21.0,1,0,1,0,0,1,1,1,0,390,0,1,1,0,0,0,الياسمين,شمال الرياض,4500000.0,11538.46154
15583,شمالية,4,2,4,18.0,1,1,0,0,1,1,0,0,0,300,2,1,0,0,0,0,الرمال,شرق الرياض,1600000.0,5333.333333
15584,شمالية,4,1,4,15.0,1,4,1,1,0,1,1,1,1,875,2,1,1,1,1,0,الملقا,شمال الرياض,9000000.0,10285.71429
15585,شمالية,5,2,5,20.0,1,0,0,1,1,1,0,1,0,375,2,1,0,0,0,0,طويق,غرب الرياض,1630000.0,4346.666667
15586,جنوبية,3,1,4,16.0,0,6,0,1,1,1,1,1,0,450,0,0,0,0,0,0,طويق,غرب الرياض,1230000.0,2733.333333
15587,شرقية,5,2,5,21.0,1,0,0,1,1,1,1,1,0,250,0,1,0,0,0,0,الملك خالد الدولي,شرق الرياض,1200000.0,4800.0
15588,شمالية شرقية,4,2,5,15.0,1,0,1,0,1,1,1,1,0,578,3,1,1,0,0,0,العارض,شمال الرياض,5000000.0,8650.519031
15589,جنوبية,4,2,5,15.0,1,0,0,1,1,1,1,1,1,300,1,1,0,0,1,0,طويق,غرب الرياض,1450000.0,4833.333333
15590,غربية,5,3,5,20.0,0,0,0,1,1,1,1,1,1,260,0,0,0,0,1,0,طيبة,جنوب الرياض,880000.0,3384.615385
